j,l,trajectory,M,S,D
1453,1,"1 2 4 -1 4 -2 4 -2 4 2 4 4",24,1,128
1454,1,"1 4 2 4 -2 4 4 -2 -1 4 4 2",24,1,0
1455,1,"1 4 2 -4 -2 4 4 4 4 -1 4 4",24,1,-512
1456,1,"1 2 4 4 -2 -2 4 4 2 -1 4 4",24,1,0
1457,1,"1 2 -1 2 4 4 4 4 -2 -2 4 4",24,1,512
1458,1,"1 2 4 3 4 -2 4 -1 4 4 -3 4",48,1,128
1459,1,"1 2 4 -1 4 4 3 4 -2 -3 4 4",48,1,128
1460,1,"1 4 2 4 3 4 -1 4 -2 4 -3 4",8,1,128
1461,1,"1 2 2 4 4 4 4 -1 4 -2 -2 4",24,1,512
1462,1,"1 4 2 -1 4 -2 -2 4 2 4 4 4",24,1,256
1463,1,"1 4 2 2 4 4 4 -1 4 4 -2 -2",24,1,512
1464,1,"1 2 4 3 4 -3 4 4 4 -2 -1 4",48,1,256
1465,1,"1 1 1 4 4 4 -1 -1 4 -1 4 4",6,1,1024
1466,1,"1 2 -1 2 4 4 -2 4 -2 4 4 4",24,1,256
1467,1,"1 2 2 4 4 4 -2 -2 4 4 -1 4",24,1,512
1468,1,"1 2 4 4 4 -2 -2 4 4 2 -1 4",24,1,0
1469,1,"1 2 2 -1 4 4 -2 -2 4 4 4 4",24,1,0
1470,1,"1 4 2 4 2 4 -2 -1 4 4 -2 4",24,1,128
1471,1,"1 2 4 -1 4 3 4 -3 -2 4 4 4",48,1,128
1472,1,"1 2 4 -2 -1 4 4 4 4 2 4 -2",24,1,256
1473,1,"1 2 4 -2 4 4 2 4 -1 4 4 -2",24,1,0
1474,1,"1 2 -1 4 -2 4 4 -2 4 2 4 4",24,1,0
1475,1,"1 2 4 4 4 2 4 -1 4 -2 -2 4",24,1,256
1476,1,"1 4 2 4 4 4 2 -1 4 4 -2 -2",24,1,0
1477,1,"1 4 4 1 4 4 -1 -4 -1 4 4 4",6,1,512
1478,1,"1 2 2 -1 4 4 4 -2 4 -2 4 4",24,1,0
1479,1,"1 2 3 4 -2 -3 4 4 -1 4 4 4",48,1,0
1480,1,"1 2 4 -2 3 4 -3 -1 4 4 4 4",48,1,0
1481,1,"1 2 4 2 4 -2 4 4 -1 -2 4 4",24,1,0
1482,1,"1 2 4 4 -1 2 4 4 -2 -2 4 4",24,1,512
1483,1,"1 2 2 4 -2 4 4 4 -2 -1 4 4",24,1,512
1484,1,"1 2 3 4 4 4 4 -3 -2 4 -1 4",48,1,256
1485,1,"1 2 4 -1 4 3 4 -2 4 -3 4 4",48,1,128
1486,1,"1 1 4 -1 -1 4 4 -1 4 1 4 4",6,1,512
1487,1,"1 2 3 4 4 4 -2 4 4 -1 -3 4",48,1,0
1488,1,"1 2 4 4 -2 -1 -2 4 4 4 4 2",24,1,512
1489,1,"1 4 2 2 4 -2 4 -1 4 -2 4 4",24,1,256
1490,1,"1 2 3 -2 4 4 4 4 4 -3 -1 4",48,1,256
1491,1,"1 2 3 4 -2 4 -3 4 4 -1 4 4",48,1,128
1492,1,"1 2 4 3 4 -1 4 4 -3 -2 4 4",48,1,128
1493,1,"1 2 4 -1 2 4 4 4 -2 -2 4 4",24,1,512
1494,1,"1 1 1 4 -1 4 -1 4 4 -1 4 4",6,1,512
1495,1,"1 2 2 4 -2 4 4 -2 4 4 -1 4",24,1,256
1496,1,"1 4 2 4 4 4 4 -2 4 4 -1 -4",24,1,-512
1497,1,"1 2 4 3 -2 4 4 4 -1 4 -3 4",48,1,128
1498,1,"1 2 3 4 4 4 4 -2 4 -3 -1 4",48,1,256
1499,1,"1 2 4 -2 4 3 4 -1 -3 4 4 4",48,1,128
1500,1,"1 4 2 -1 4 -2 4 4 4 -2 4 2",24,1,256
1501,1,"1 2 3 4 4 -3 4 -1 4 4 -2 4",48,1,128
1502,1,"1 4 -1 4 1 -4 -1 4 4 4 4 4",6,1,-512
1503,1,"1 2 -1 2 4 -2 4 4 4 -2 4 4",24,1,256
1504,1,"1 2 4 4 -2 4 2 -1 -2 4 4 4",24,1,-256
1505,1,"1 4 4 2 -1 4 4 2 4 -2 -2 4",24,1,256
1506,1,"1 2 2 4 -2 -2 4 4 4 -1 4 4",24,1,512
1507,1,"1 2 4 -1 -2 4 4 4 2 4 4 -2",24,1,-256
1508,1,"1 2 4 4 -2 -1 -2 4 4 2 4 4",24,1,256
1509,1,"1 2 -1 4 -2 -2 4 4 4 2 4 4",24,1,0
1510,1,"1 2 -1 4 -2 4 4 -2 4 4 4 2",24,1,256
1511,1,"1 2 4 4 4 4 -1 4 2 4 -2 -2",24,1,0
1512,1,"1 2 4 3 4 -2 -3 4 4 4 -1 4",48,1,128
1513,1,"1 2 4 -2 4 -2 4 -1 2 4 4 4",24,1,256
1514,1,"1 2 3 -1 4 4 4 -2 -3 4 4 4",48,1,0
1515,1,"1 2 4 3 4 4 -2 -3 4 -1 4 4",48,1,128
1516,1,"1 4 -1 4 4 1 4 4 4 4 -1 -4",6,1,-512
1517,1,"1 2 4 4 -2 4 -1 -2 4 4 4 2",24,1,256
1518,1,"1 2 3 -2 4 4 4 -3 4 -1 4 4",48,1,0
1519,1,"1 2 4 -1 3 4 4 4 -3 4 -2 4",48,1,128
1520,1,"1 2 4 -2 4 -1 4 -2 4 4 4 2",24,1,256
1521,1,"1 2 -1 4 3 4 4 -2 4 4 -3 4",48,1,0
1522,1,"1 2 4 2 4 4 -2 4 -2 4 -1 4",24,1,128
1523,1,"1 2 4 -2 4 2 4 4 -1 -2 4 4",24,1,0
1524,1,"1 2 4 -2 4 -2 -1 4 4 2 4 4",24,1,256
1525,1,"1 2 3 4 -1 -3 4 4 4 4 -2 4",48,1,0
1526,1,"1 4 -1 -4 1 4 4 -1 4 4 4 4",6,1,-512
1527,1,"1 1 1 4 4 -1 4 4 -1 4 -1 4",6,1,512
1528,1,"1 2 -4 -2 4 4 4 -1 4 4 4 4",24,1,-512
1529,1,"1 2 4 4 4 4 -1 4 -2 -2 4 2",24,1,512
1530,1,"1 4 2 4 -2 4 2 4 -2 4 -1 4",24,1,128
1531,1,"1 2 4 3 -1 4 -3 4 4 -2 4 4",48,1,128
1532,1,"1 2 3 4 -3 4 4 4 4 4 -1 -2",48,1,-256
1533,1,"1 2 4 -2 -2 4 4 4 -1 4 4 2",24,1,512
1534,1,"1 4 2 -1 4 -2 -2 4 4 4 4 2",24,1,512
1535,1,"1 2 3 4 4 -1 -3 4 4 4 4 -2",48,1,-256
1536,1,"1 4 2 4 3 4 -1 4 -3 4 -2 4",24,1,128
1537,1,"1 2 -1 4 4 -2 -2 4 4 4 2 4",24,1,0
1538,1,"1 4 2 2 4 -2 -1 4 4 4 -2 4",24,1,256
1539,1,"1 2 3 4 -2 4 4 4 -3 4 -1 4",48,1,128
1540,1,"1 2 3 4 -1 4 4 4 -2 -3 4 4",48,1,0
1541,1,"1 2 4 -1 4 4 3 4 -2 4 -3 4",48,1,128
1542,1,"1 2 4 4 2 4 -2 -1 4 4 4 -2",24,1,256
1543,1,"1 2 3 4 4 4 -3 4 -1 4 4 -2",48,1,0
1544,1,"1 2 4 -2 4 3 -1 4 4 -3 4 4",48,1,128
1545,1,"1 2 -1 4 4 -2 4 4 4 2 4 -2",24,1,-256
1546,1,"1 2 4 -2 4 4 -1 4 -2 4 2 4",24,1,128
1547,1,"1 2 4 3 4 4 -2 -3 4 4 -1 4",48,1,128
1548,1,"1 2 4 2 4 -1 4 4 4 -2 -2 4",24,1,256
1549,1,"1 2 4 4 4 -1 4 2 4 4 -2 -2",24,1,0
1550,1,"1 4 2 4 2 -1 4 -2 4 4 4 -2",24,1,0
1551,1,"1 2 4 4 -1 -2 4 4 -2 4 2 4",24,1,0
1552,1,"1 2 4 4 -1 4 4 2 4 -2 4 -2",24,1,0
1553,1,"1 4 2 4 -2 -2 4 4 -1 4 4 2",24,1,256
1554,1,"1 2 3 4 -3 4 -2 4 4 4 -1 4",48,1,128
1555,1,"1 2 -1 4 2 4 4 -2 4 4 4 -2",24,1,-256
1556,1,"1 2 4 4 4 -2 -1 4 4 2 4 -2",24,1,256
1557,1,"1 4 2 4 -2 4 4 -2 4 2 -1 4",24,1,128
1558,1,"1 4 4 2 -1 4 4 2 4 -2 4 -2",24,1,0
1559,1,"1 2 4 4 2 4 -1 -2 4 4 4 -2",24,1,-256
1560,1,"1 2 4 -1 4 3 4 -2 4 4 -3 4",48,1,128
1561,1,"1 2 -1 4 4 -2 4 2 4 4 -2 4",24,1,0
1562,1,"1 2 4 2 4 -1 4 -2 4 4 4 -2",24,1,0
1563,1,"1 4 4 2 2 4 -2 -2 4 -1 4 4",24,1,512
1564,1,"1 2 3 -2 4 4 -1 4 -3 4 4 4",48,1,0
1565,1,"1 2 -4 -1 4 -2 4 4 4 4 4 4",24,1,-512
1566,1,"1 2 2 4 -1 4 -2 4 -2 4 4 4",24,1,256
1567,1,"1 2 2 4 4 -2 4 -2 4 -1 4 4",24,1,256
1568,1,"1 2 4 4 4 4 -2 -1 4 -2 4 2",24,1,256
1569,1,"1 4 1 4 -1 -4 -1 4 4 4 4 4",6,1,512
1570,1,"1 4 2 4 -2 -2 -1 4 4 4 2 4",24,1,256
1571,1,"1 4 -1 4 4 4 4 2 2 4 -2 -2",24,1,512
1572,1,"1 2 4 4 -2 -1 4 2 4 4 4 -2",24,1,256
1573,1,"1 2 4 4 4 -1 4 -2 -2 4 4 2",24,1,512
1574,1,"1 2 3 4 4 4 -1 -2 -3 4 4 4",24,1,-256
1575,1,"1 2 2 4 -1 4 4 4 -2 -2 4 4",24,1,512
1576,1,"1 2 4 2 4 4 4 -2 -1 -2 4 4",24,1,256
1577,1,"1 2 4 3 4 -3 4 4 4 -1 -2 4",48,1,0
1578,1,"1 2 4 3 4 4 -2 -1 4 -3 4 4",24,1,256
1579,1,"1 2 4 -2 -1 4 4 4 2 4 -2 4",24,1,256
1580,1,"1 2 -1 4 3 4 -3 4 -2 4 4 4",48,1,0
1581,1,"1 2 4 4 3 4 -1 4 -3 4 -2 4",48,1,128
1582,1,"1 4 4 4 4 4 4 4 4 -1 -4 -4",6,1,-2048
1583,1,"1 2 4 3 4 -1 4 -3 -2 4 4 4",48,1,128
1584,1,"1 2 4 -1 -2 4 4 4 2 4 -2 4",24,1,0
1585,1,"1 2 4 4 4 4 -2 -2 4 -1 4 2",24,1,512
1586,1,"1 2 -1 4 4 2 4 4 -2 4 4 -2",24,1,-256
1587,1,"1 2 3 4 -3 -1 4 4 -2 4 4 4",48,1,256
1588,1,"1 2 2 4 -1 -2 -2 4 4 4 4 4",24,1,0
1589,1,"1 2 2 4 -2 4 4 4 -1 4 -2 4",24,1,256
1590,1,"1 2 3 4 4 4 4 -1 -2 4 -3 4",48,1,0
1591,1,"1 2 2 4 4 4 -2 -2 4 -1 4 4",24,1,512
1592,1,"1 2 4 2 4 -2 4 -1 4 4 4 -2",24,1,0
1593,1,"1 2 4 -2 4 4 4 -1 4 -2 4 2",24,1,256
1594,1,"1 4 2 -1 4 2 4 4 4 4 -2 -2",24,1,0
1595,1,"1 2 2 4 4 4 -1 4 -2 -2 4 4",24,1,512
1596,1,"1 2 4 2 4 4 4 4 -2 -2 -1 4",24,1,512
1597,1,"1 2 4 4 4 2 -1 4 -2 4 4 -2",24,1,-256
1598,1,"1 4 2 4 -2 4 -2 4 2 4 -1 4",24,1,128
1599,1,"1 2 2 4 -2 4 4 -1 4 4 4 -2",24,1,0
1600,1,"1 4 4 2 4 2 -1 4 4 -2 4 -2",12,1,0
1601,1,"1 2 4 3 4 -1 4 -2 4 -3 4 4",48,1,128
1602,1,"1 4 -1 -4 -1 4 4 1 4 4 4 4",6,1,512
1603,1,"1 2 2 4 -1 -2 4 4 4 -2 4 4",24,1,0
1604,1,"1 2 4 3 -1 4 -2 4 4 -3 4 4",48,1,128
1605,1,"1 2 -1 4 4 4 -2 4 -2 4 4 2",24,1,256
1606,1,"1 4 2 2 4 4 -1 4 -2 4 -2 4",24,1,256
1607,1,"1 4 -1 4 4 2 2 4 4 4 -2 -2",24,1,512
1608,1,"1 2 -1 4 4 -2 3 4 4 -3 4 4",48,1,0
1609,1,"1 2 4 4 -2 -2 4 -1 4 2 4 4",24,1,256
1610,1,"1 2 4 -2 4 -1 -2 4 4 4 2 4",24,1,0
1611,1,"1 4 2 4 -1 4 4 4 -2 -2 4 2",24,1,256
1612,1,"1 2 2 4 -2 4 -1 4 -2 4 4 4",24,1,256
1613,1,"1 4 2 4 4 -2 -2 -1 4 4 4 2",24,1,0
1614,1,"1 4 -1 4 4 4 2 4 4 4 -2 -4",24,1,0
1615,1,"1 2 4 -2 4 4 -2 4 -1 4 2 4",24,1,128
1616,1,"1 2 4 4 4 -2 -2 4 -1 4 2 4",24,1,256
1617,1,"1 2 3 4 -1 4 4 4 -2 4 -3 4",48,1,128
1618,1,"1 2 4 3 4 -2 4 -1 -3 4 4 4",48,1,128
1619,1,"1 2 -1 -2 4 -2 4 4 4 4 2 4",24,1,-256
1620,1,"1 2 4 -1 4 2 4 4 4 -2 -2 4",24,1,256
1621,1,"1 1 1 4 4 4 4 -1 4 -1 -1 4",6,1,1024
1622,1,"1 2 4 -2 4 -2 4 2 4 -1 4 4",24,1,128
1623,1,"1 2 4 -2 4 3 -1 4 4 4 -3 4",48,1,128
1624,1,"1 2 2 -1 4 4 -2 4 4 4 4 -2",24,1,-512
1625,1,"1 2 3 4 4 4 4 4 -3 -1 4 -2",48,1,256
1626,1,"1 2 4 -2 4 4 4 -2 -1 2 4 4",24,1,256
1627,1,"1 2 3 4 4 -3 4 -1 4 4 4 -2",48,1,0
1628,1,"1 2 -1 4 4 -2 4 -2 4 4 2 4",24,1,0
1629,1,"1 2 4 -2 4 4 2 -1 4 -2 4 4",24,1,0
1630,1,"1 2 -1 -2 4 4 4 4 -2 4 4 2",24,1,0
1631,1,"1 2 -1 4 -2 4 -2 4 4 4 2 4",24,1,0
1632,1,"1 2 2 -1 4 4 4 4 4 -2 4 -2",24,1,-512
1633,1,"1 2 4 4 4 -2 4 -2 4 -1 4 2",24,1,256
1634,1,"1 4 2 -1 4 2 4 -2 4 -2 4 4",24,1,128
1635,1,"1 2 3 4 4 -1 4 -3 4 -2 4 4",48,1,128
1636,1,"1 2 4 3 4 4 -1 -3 4 -2 4 4",24,1,128
1637,1,"1 2 2 4 4 4 -2 4 4 -1 -2 4",24,1,0
1638,1,"1 2 3 4 -3 4 -1 4 4 -2 4 4",48,1,128
1639,1,"1 1 4 -1 4 4 1 4 -1 -1 4 4",6,1,512
1640,1,"1 2 4 -2 4 4 -1 4 -2 4 4 2",24,1,256
1641,1,"1 4 2 2 4 -2 4 4 -2 4 -1 4",24,1,256
1642,1,"1 4 4 2 -1 4 4 4 2 4 -2 -2",24,1,0
1643,1,"1 2 3 4 4 4 -2 4 -3 -1 4 4",48,1,256
1644,1,"1 2 3 4 4 4 -3 4 -2 4 -1 4",48,1,128
1645,1,"1 2 4 -1 2 4 -2 -2 4 4 4 4",24,1,512
1646,1,"1 2 3 4 4 -3 -2 -1 4 4 4 4",48,1,512
1647,1,"1 1 1 4 -1 4 4 4 4 -1 -1 4",6,1,1024
1648,1,"1 2 -1 -2 -2 4 2 4 4 4 4 4",24,1,-512
1649,1,"1 4 2 2 -1 4 -2 4 4 -2 4 4",24,1,256
1650,1,"1 4 2 4 2 4 -2 -2 -1 4 4 4",24,1,256
1651,1,"1 2 3 4 -1 -3 4 4 4 4 4 -2",48,1,-256
1652,1,"1 2 4 -2 -1 4 2 4 4 -2 4 4",24,1,256
1653,1,"1 2 4 4 -2 -2 4 2 4 -1 4 4",24,1,256
1654,1,"1 2 4 2 4 -2 4 -1 4 4 -2 4",24,1,128
1655,1,"1 4 2 2 4 4 4 -2 -1 4 -2 4",24,1,256
1656,1,"1 4 4 2 4 4 -2 -4 -1 4 4 4",24,1,0
1657,1,"1 2 2 4 -2 -1 -2 4 4 4 4 4",24,1,512
1658,1,"1 2 4 2 4 4 4 -1 4 4 -2 -2",24,1,0
1659,1,"1 2 4 4 -2 4 -1 4 2 4 -2 4",24,1,128
1660,1,"1 2 4 4 -2 4 4 -1 4 2 4 -2",24,1,0
1661,1,"1 1 4 1 4 -1 -1 4 -1 4 4 4",6,1,512
1662,1,"1 2 -1 -2 4 4 4 -2 4 2 4 4",24,1,-256
1663,1,"1 2 4 4 4 -2 -2 4 2 4 -1 4",24,1,256
1664,1,"1 4 -1 4 4 4 2 2 4 -2 4 -2",24,1,256
1665,1,"1 2 3 4 4 -3 4 4 -2 -1 4 4",48,1,256
1666,1,"1 2 -1 4 4 4 3 4 4 -3 -2 4",48,1,0
1667,1,"1 2 4 3 -2 4 -3 -1 4 4 4 4",48,1,256
1668,1,"1 2 4 3 4 4 -2 -1 4 4 -3 4",48,1,256
1669,1,"1 2 2 4 4 4 4 -2 -1 4 -2 4",24,1,512
1670,1,"1 2 3 -2 4 -3 4 4 -1 4 4 4",48,1,0
1671,1,"1 2 -1 4 4 3 4 -3 4 4 -2 4",48,1,0
1672,1,"1 2 2 4 -2 -1 4 4 4 -2 4 4",24,1,512
1673,1,"1 2 4 -2 -2 4 4 2 4 -1 4 4",24,1,256
1674,1,"1 2 4 4 4 4 2 -1 4 4 -2 -2",24,1,-512
1675,1,"1 2 3 4 -1 -3 -2 4 4 4 4 4",48,1,0
1676,1,"1 1 1 4 -1 -1 4 -1 4 4 4 4",6,1,1024
1677,1,"1 1 4 -1 4 -1 4 1 4 4 -1 4",6,1,256
1678,1,"1 2 4 3 4 -2 -1 4 4 -3 4 4",48,1,256
1679,1,"1 2 4 2 4 -1 -2 4 4 -2 4 4",24,1,0
1680,1,"1 2 4 -2 4 -1 4 4 4 2 4 -2",24,1,0
1681,1,"1 2 3 4 4 -3 4 -2 -1 4 4 4",48,1,256
1682,1,"1 2 4 -1 -2 4 2 4 4 4 -2 4",24,1,0
1683,1,"1 2 4 4 4 2 4 -1 4 -2 4 -2",24,1,0
1684,1,"1 2 3 -2 4 4 -3 4 4 -1 4 4",48,1,0
1685,1,"1 2 -1 4 3 4 4 -2 -3 4 4 4",48,1,0
1686,1,"1 1 1 4 -1 4 4 -1 -1 4 4 4",6,1,1024
1687,1,"1 2 -1 4 4 4 4 4 -2 -2 4 2",24,1,512
1688,1,"1 2 3 4 4 -2 4 4 -1 -3 4 4",48,1,0
1689,1,"1 2 4 2 4 4 -2 4 -1 -2 4 4",24,1,0
1690,1,"1 2 4 4 4 2 4 -2 4 -1 4 -2",24,1,0
1691,1,"1 4 2 4 -2 -2 4 -1 4 4 4 2",24,1,256
1692,1,"1 4 2 4 -1 4 4 -2 -2 4 4 2",24,1,256
1693,1,"1 2 4 3 4 -1 4 -2 4 4 -3 4",48,1,128
1694,1,"1 2 3 4 4 4 -3 -2 4 -1 4 4",48,1,256
1695,1,"1 2 4 3 -1 4 -2 4 4 4 -3 4",48,1,128
1696,1,"1 2 2 4 4 4 -1 -2 -2 4 4 4",12,1,0
1697,1,"1 2 4 2 4 4 4 -2 -2 4 -1 4",24,1,256
1698,1,"1 4 2 4 4 4 -2 -2 4 2 -1 4",24,1,256
1699,1,"1 2 4 4 4 4 4 4 -1 4 -2 -4",24,1,-512
1700,1,"1 4 2 4 -2 -1 4 4 2 4 4 -2",24,1,256
1701,1,"1 2 -1 4 4 -2 3 4 4 4 -3 4",48,1,0
1702,1,"1 2 4 4 3 -2 4 4 -3 4 -1 4",48,1,128
1703,1,"1 2 4 4 4 -2 -4 -1 4 4 4 4",24,1,512
1704,1,"1 2 4 4 3 -1 4 4 -2 -3 4 4",16,1,256
1705,1,"1 2 -1 4 -2 4 4 4 2 4 4 -2",24,1,-256
1706,1,"1 2 4 4 2 4 -2 4 4 -2 -1 4",24,1,256
1707,1,"1 4 2 4 4 -2 -1 4 4 -2 4 2",24,1,0
1708,1,"1 2 4 -2 4 2 4 -1 4 4 -2 4",24,1,128
1709,1,"1 2 3 -2 -3 4 4 -1 4 4 4 4",48,1,-256
1710,1,"1 2 4 3 -1 4 4 4 -3 4 -2 4",48,1,128
1711,1,"1 4 2 -1 4 4 2 4 -2 4 4 -2",24,1,0
1712,1,"1 2 4 4 -2 4 -1 4 2 4 4 -2",24,1,0
1713,1,"1 2 4 2 4 -1 4 4 -2 -2 4 4",24,1,256
1714,1,"1 2 4 4 4 -1 4 2 4 -2 -2 4",24,1,256
1715,1,"1 2 2 4 4 4 4 4 -2 -1 4 -2",24,1,512
1716,1,"1 2 4 -1 4 -2 4 4 -2 4 4 2",24,1,256
1717,1,"1 2 2 4 4 -2 -1 -2 4 4 4 4",24,1,512
1718,1,"1 2 4 -2 4 -1 4 4 3 4 -3 4",48,1,128
1719,1,"1 4 2 -1 4 4 -2 4 -2 4 4 2",24,1,256
1720,1,"1 2 3 -1 4 -3 4 4 4 4 -2 4",48,1,0
1721,1,"1 2 4 -1 4 -2 4 4 3 4 -3 4",48,1,128
1722,1,"1 4 -1 4 4 4 4 4 1 4 -1 -4",6,1,-512
1723,1,"1 2 -1 -2 -2 4 4 4 4 2 4 4",24,1,-512
1724,1,"1 2 -1 -2 4 2 4 4 4 -2 4 4",24,1,-256
1725,1,"1 2 4 -1 4 3 4 -2 -3 4 4 4",48,1,128
1726,1,"1 2 4 4 -1 4 -2 4 3 4 -3 4",48,1,128
1727,1,"1 2 4 -1 2 4 4 -2 -2 4 4 4",24,1,512
1728,1,"1 2 3 4 4 -1 4 4 4 -3 -2 4",48,1,256
1729,1,"1 1 4 -1 -1 4 1 4 4 4 -1 4",6,1,512
1730,1,"1 2 3 -2 4 4 4 4 -3 4 -1 4",48,1,0
1731,1,"1 2 4 -2 4 3 4 -3 4 -1 4 4",48,1,128
1732,1,"1 2 -1 4 4 2 4 -2 4 -2 4 4",24,1,0
1733,1,"1 2 4 4 -2 4 -2 4 -1 4 4 2",24,1,256
1734,1,"1 2 4 3 4 -3 -2 4 4 -1 4 4",48,1,128
1735,1,"1 2 2 4 4 -1 -2 -2 4 4 4 4",24,1,0
1736,1,"1 2 2 4 4 -2 4 4 4 -1 4 -2",24,1,0
1737,1,"1 4 2 2 4 -1 4 -2 -2 4 4 4",24,1,512
1738,1,"1 4 4 2 2 -1 4 4 -2 -2 4 4",24,1,512
1739,1,"1 2 -1 2 4 4 4 -2 -2 4 4 4",24,1,512
1740,1,"1 2 -1 4 -2 4 4 4 3 4 -3 4",48,1,0
1741,1,"1 4 1 4 4 4 4 4 -1 4 -1 -4",6,1,-512
1742,1,"1 2 4 4 -1 4 2 4 -2 4 -2 4",24,1,128
1743,1,"1 2 3 -1 4 4 4 4 -2 -3 4 4",48,1,0
1744,1,"1 2 3 4 4 4 4 -2 -3 4 -1 4",48,1,0
1745,1,"1 2 4 -2 4 4 4 2 -1 -2 4 4",24,1,-256
1746,1,"1 2 4 4 -1 4 4 -2 4 -2 4 2",24,1,256
1747,1,"1 2 2 4 4 -1 4 -2 4 -2 4 4",24,1,256
1748,1,"1 4 2 2 4 -1 4 4 -2 4 -2 4",24,1,256
1749,1,"1 4 4 2 2 -1 4 4 4 -2 4 -2",24,1,0
1750,1,"1 1 -4 -1 4 4 4 4 -1 4 4 4",6,1,-1024
1751,1,"1 2 4 -1 2 4 -2 4 4 4 -2 4",24,1,256
1752,1,"1 2 4 4 2 -1 4 4 4 -2 4 -2",24,1,-256
1753,1,"1 2 4 -2 -1 2 4 4 4 4 -2 4",24,1,256
1754,1,"1 2 4 4 -1 4 2 4 4 -2 -2 4",24,1,256
1755,1,"1 2 4 -1 4 -2 -2 4 4 2 4 4",24,1,256
1756,1,"1 4 4 -1 4 4 1 -4 -1 4 4 4",6,1,-512
1757,1,"1 1 4 -1 4 4 -1 -1 4 1 4 4",3,1,512
1758,1,"1 2 4 3 4 -2 -1 4 4 4 -3 4",48,1,256
1759,1,"1 2 4 4 4 -1 4 2 4 -2 4 -2",24,1,0
1760,1,"1 2 4 3 4 -1 -3 4 -2 4 4 4",48,1,128
1761,1,"1 2 4 4 -2 3 4 4 -3 4 -1 4",48,1,128
1762,1,"1 2 -1 4 2 4 -2 4 4 -2 4 4",24,1,0
1763,1,"1 2 3 4 4 -2 4 4 -1 4 -3 4",48,1,128
1764,1,"1 2 4 2 -1 4 -2 -2 4 4 4 4",24,1,0
1765,1,"1 2 4 -2 4 2 4 4 -1 4 4 -2",24,1,0
1766,1,"1 2 4 -2 4 4 4 -2 -1 4 4 2",24,1,256
1767,1,"1 2 4 -2 3 4 4 -3 4 4 -1 4",48,1,128
1768,1,"1 1 4 1 4 4 -1 -1 4 -1 4 4",3,1,512
1769,1,"1 2 -1 2 4 4 4 -2 4 -2 4 4",24,1,256
1770,1,"1 4 2 4 -2 -2 4 2 -1 4 4 4",24,1,256
1771,1,"1 2 2 4 -2 4 4 -2 4 -1 4 4",24,1,256
1772,1,"1 2 -1 4 4 -2 4 3 4 -3 4 4",48,1,0
1773,1,"1 2 4 4 3 -1 4 4 -2 4 -3 4",48,1,128
1774,1,"1 2 4 4 4 -1 4 -2 -2 4 2 4",24,1,256
1775,1,"1 4 2 2 4 -2 -2 -1 4 4 4 4",24,1,512
1776,1,"1 4 2 4 -2 4 -1 4 4 2 4 -2",24,1,128
1777,1,"1 2 2 -1 4 -2 4 4 -2 4 4 4",24,1,0
1778,1,"1 2 4 4 -1 4 4 -2 4 2 4 -2",24,1,0
1779,1,"1 4 2 2 4 4 -2 4 -1 4 4 -2",24,1,256
1780,1,"1 2 4 -1 4 4 4 -2 3 4 -3 4",48,1,128
1781,1,"1 2 4 4 2 -1 4 -2 4 -2 4 4",24,1,0
1782,1,"1 2 3 4 4 -3 -1 4 4 4 -2 4",48,1,256
1783,1,"1 4 -1 -4 1 4 4 4 4 -1 4 4",6,1,-512
1784,1,"1 2 2 4 4 4 -2 -1 4 -2 4 4",24,1,512
1785,1,"1 2 4 4 4 -2 4 2 4 -1 4 -2",24,1,0
1786,1,"1 2 4 3 4 4 4 -3 4 -2 -1 4",48,1,256
1787,1,"1 4 2 4 2 4 4 -2 -1 4 4 -2",24,1,256
1788,1,"1 2 3 4 -1 -2 4 -3 4 4 4 4",48,1,0
1789,1,"1 2 4 3 -1 4 4 4 4 -3 -2 4",48,1,0
1790,1,"1 2 4 -1 4 2 4 4 4 4 -2 -2",24,1,0
1791,1,"1 2 3 4 -2 -1 4 -3 4 4 4 4",48,1,256
1792,1,"1 2 3 4 -3 4 4 4 4 -2 -1 4",48,1,256
1793,1,"1 4 -1 4 4 4 4 4 -1 4 1 -4",6,1,512
1794,1,"1 2 4 4 -2 -2 -1 4 4 4 4 2",24,1,512
1795,1,"1 4 2 4 4 2 -1 4 4 -2 4 -2",24,1,0
1796,1,"1 2 4 -2 3 4 4 -1 4 -3 4 4",48,1,128
1797,1,"1 2 4 -2 4 -2 -1 4 2 4 4 4",24,1,256
1798,1,"1 2 3 4 4 -1 -3 4 4 -2 4 4",48,1,0
1799,1,"1 2 4 4 4 4 -2 -2 -1 4 2 4",24,1,512
1800,1,"1 2 4 2 4 4 4 -1 -2 4 4 -2",24,1,-256
1801,1,"1 2 4 4 -2 -1 4 -2 4 2 4 4",24,1,256
1802,1,"1 4 2 4 -2 4 2 -1 4 4 4 -2",24,1,0
1803,1,"1 2 3 4 -2 4 4 -3 -1 4 4 4",48,1,256
1804,1,"1 2 -1 4 4 2 4 4 -2 4 -2 4",24,1,0
1805,1,"1 2 4 -1 3 4 -3 4 4 -2 4 4",48,1,128
1806,1,"1 4 4 2 4 4 -1 -4 -2 4 4 4",24,1,0
1807,1,"1 2 3 4 4 4 -1 4 -2 -3 4 4",48,1,0
1808,1,"1 2 3 4 4 4 -3 4 -1 -2 4 4",48,1,0
1809,1,"1 2 4 2 4 4 4 -2 -1 4 4 -2",24,1,256
