j,l,trajectory,M,S,D
733,1,"1 2 -1 4 4 2 4 -2 -2 4 4 4",24,1,0
734,1,"1 2 3 -1 4 4 -2 4 4 4 -3 4",48,1,0
735,1,"1 4 2 4 4 -2 -2 -1 4 4 2 4",24,1,256
736,1,"1 2 4 3 -1 4 4 4 -2 4 -3 4",48,1,128
737,1,"1 2 4 -1 -2 4 4 2 4 4 -2 4",24,1,0
738,1,"1 2 4 -2 -1 -2 4 4 4 4 2 4",24,1,256
739,1,"1 2 4 4 -1 -2 4 4 4 2 4 -2",24,1,-256
740,1,"1 4 2 4 -1 4 4 2 4 4 -2 -2",24,1,256
741,1,"1 2 2 4 4 -1 4 -2 4 4 4 -2",24,1,0
742,1,"1 2 4 -2 -2 -1 4 4 4 2 4 4",24,1,512
743,1,"1 2 4 4 -2 -1 4 2 4 -2 4 4",24,1,256
744,1,"1 2 3 -1 -2 4 -3 4 4 4 4 4",48,1,-256
745,1,"1 1 4 -1 -1 4 4 4 1 4 -1 4",6,1,512
746,1,"1 2 3 4 -1 4 -3 -2 4 4 4 4",48,1,256
747,1,"1 2 4 -1 4 4 4 4 4 4 -2 -4",24,1,-512
748,1,"1 2 2 4 4 -2 -2 -1 4 4 4 4",24,1,1024
749,1,"1 2 3 -1 4 4 4 4 -3 4 -2 4",48,1,0
750,1,"1 2 -1 4 3 4 -3 4 4 -2 4 4",48,1,0
751,1,"1 2 4 4 4 -2 -1 4 2 4 -2 4",24,1,256
752,1,"1 2 4 -2 4 3 4 4 -1 4 -3 4",48,1,128
753,1,"1 2 4 4 -2 4 4 -2 4 -1 4 2",24,1,256
754,1,"1 2 4 3 4 -1 4 -3 4 -2 4 4",48,1,128
755,1,"1 4 2 4 4 -2 4 2 -1 4 4 -2",24,1,0
756,1,"1 2 4 -1 4 4 -2 3 4 -3 4 4",48,1,128
757,1,"1 2 3 4 -3 -1 4 4 4 -2 4 4",48,1,256
758,1,"1 1 4 4 4 -1 4 4 4 4 -1 -4",6,1,-1024
759,1,"1 1 -4 -1 4 4 4 4 4 4 -1 4",6,1,-1024
760,1,"1 1 4 -1 4 1 4 4 -1 4 -1 4",6,1,256
761,1,"1 2 -1 -2 4 4 4 4 2 4 4 -2",24,1,-512
762,1,"1 4 2 2 4 -2 4 -2 4 4 -1 4",24,1,256
763,1,"1 2 3 4 4 4 4 -1 4 -2 -3 4",48,1,0
764,1,"1 2 3 4 4 4 4 -3 4 -1 -2 4",48,1,0
765,1,"1 2 4 3 4 4 -2 4 -3 -1 4 4",48,1,128
766,1,"1 2 4 3 4 4 -3 4 -2 4 -1 4",48,1,128
767,1,"1 2 4 2 4 -2 4 4 -1 4 4 -2",24,1,0
768,1,"1 2 4 -2 -1 -2 4 2 4 4 4 4",24,1,256
769,1,"1 2 3 4 -3 4 4 4 -1 -2 4 4",48,1,0
770,1,"1 2 3 4 4 -2 -1 4 -3 4 4 4",48,1,256
771,1,"1 2 -1 4 -2 3 4 4 4 4 -3 4",48,1,0
772,1,"1 4 1 4 4 4 -1 4 4 4 -1 -4",6,1,-512
773,1,"1 1 4 -1 -1 4 4 1 4 -1 4 4",6,1,512
774,1,"1 1 4 -1 4 -1 -1 4 4 4 1 4",6,1,512
775,1,"1 2 -1 2 4 4 4 -2 4 4 4 -2",24,1,0
776,1,"1 2 4 -2 4 4 -1 4 2 4 4 -2",24,1,0
777,1,"1 2 -1 4 4 3 4 4 -3 -2 4 4",48,1,0
778,1,"1 1 4 -1 4 4 -1 4 -1 4 1 4",6,1,256
779,1,"1 4 2 4 4 -1 4 4 -2 -2 4 2",24,1,256
780,1,"1 2 4 -1 4 4 4 -2 -2 4 4 2",24,1,512
781,1,"1 2 4 4 -2 -1 4 4 2 4 -2 4",24,1,256
782,1,"1 2 4 4 -2 4 -2 4 2 -1 4 4",24,1,0
783,1,"1 2 4 -1 3 4 4 -3 4 4 -2 4",48,1,128
784,1,"1 2 4 3 4 -3 4 4 -2 -1 4 4",48,1,256
785,1,"1 4 1 -4 -1 4 4 4 4 4 -1 4",6,1,-512
786,1,"1 2 3 4 -1 4 4 4 4 -2 -3 4",48,1,0
787,1,"1 2 2 4 4 4 -2 4 -1 4 -2 4",24,1,256
788,1,"1 2 4 4 -1 2 4 4 -2 4 4 -2",24,1,256
789,1,"1 2 4 4 4 4 4 2 -1 4 -2 -2",24,1,-512
790,1,"1 4 2 2 4 -2 4 4 -2 -1 4 4",24,1,256
791,1,"1 2 2 4 4 4 -2 -1 4 4 4 -2",24,1,512
792,1,"1 2 4 4 2 4 -2 -1 4 -2 4 4",24,1,256
793,1,"1 2 4 3 4 -3 4 -2 -1 4 4 4",48,1,256
794,1,"1 2 4 4 2 4 4 -1 4 -2 4 -2",24,1,0
795,1,"1 4 2 4 2 4 -2 4 -2 -1 4 4",24,1,128
796,1,"1 2 4 3 4 -2 4 4 -1 -3 4 4",48,1,128
797,1,"1 2 4 -1 -2 4 -2 4 4 2 4 4",24,1,0
798,1,"1 2 2 4 4 4 4 -1 4 -2 4 -2",24,1,0
799,1,"1 2 4 -2 -1 4 4 -2 4 4 2 4",24,1,256
800,1,"1 2 4 4 2 4 4 -2 4 -1 4 -2",24,1,0
801,1,"1 2 4 4 -1 4 -2 4 -2 4 4 2",24,1,256
802,1,"1 2 4 3 4 4 -3 -2 4 -1 4 4",24,1,128
803,1,"1 2 4 4 2 4 4 -2 -2 -1 4 4",24,1,512
804,1,"1 2 3 4 -2 4 4 -3 4 4 -1 4",48,1,128
805,1,"1 2 -4 -1 4 4 4 -2 4 4 4 4",24,1,-512
806,1,"1 2 4 -1 -2 4 4 -2 4 4 2 4",24,1,0
807,1,"1 2 3 4 4 4 -3 4 4 -2 -1 4",48,1,256
808,1,"1 4 2 4 4 4 -2 -4 -1 4 4 4",24,1,0
809,1,"1 2 4 4 -2 4 -1 2 4 4 -2 4",12,1,256
810,1,"1 1 4 4 -1 4 -1 4 1 4 -1 4",6,1,256
811,1,"1 4 2 4 -2 4 -1 4 4 -2 4 2",24,1,128
812,1,"1 2 4 -1 3 4 -3 -2 4 4 4 4",48,1,256
813,1,"1 2 4 4 -1 -4 -2 4 4 4 4 4",24,1,-512
814,1,"1 2 4 4 -1 4 -2 -2 4 4 2 4",24,1,256
815,1,"1 2 3 4 4 4 -1 4 -3 4 -2 4",48,1,128
816,1,"1 2 4 2 4 -2 -1 4 -2 4 4 4",24,1,256
817,1,"1 2 -1 4 3 4 -2 4 4 -3 4 4",48,1,0
818,1,"1 2 4 -2 -1 2 4 4 -2 4 4 4",24,1,256
819,1,"1 2 4 -2 -1 4 4 4 -2 4 4 2",24,1,256
820,1,"1 2 4 -1 -2 4 4 4 -2 4 4 2",24,1,256
821,1,"1 4 4 2 2 4 -2 4 -2 -1 4 4",24,1,256
822,1,"1 4 -1 4 4 4 -1 4 4 4 1 -4",6,1,512
823,1,"1 2 -1 4 4 4 4 4 2 4 -2 -2",24,1,-512
824,1,"1 4 2 2 4 4 -1 4 4 -2 4 -2",24,1,256
825,1,"1 4 2 4 4 -1 4 4 2 4 -2 -2",24,1,256
826,1,"1 4 2 -1 4 4 -2 -2 4 2 4 4",24,1,256
827,1,"1 4 2 4 -2 4 -2 -1 4 4 4 2",24,1,0
828,1,"1 2 4 -2 4 4 3 -1 4 4 -3 4",48,1,128
829,1,"1 2 -1 -2 -2 4 4 4 2 4 4 4",24,1,-512
830,1,"1 2 2 4 4 -2 -1 4 4 -2 4 4",24,1,512
831,1,"1 2 4 2 4 -2 4 -2 4 4 -1 4",24,1,128
832,1,"1 2 3 -2 4 4 -1 -3 4 4 4 4",48,1,-256
833,1,"1 2 4 -2 4 -1 -2 4 4 2 4 4",24,1,0
834,1,"1 2 4 4 4 2 4 4 -2 -1 4 -2",24,1,256
835,1,"1 2 3 4 -2 4 4 -1 4 -3 4 4",48,1,128
836,1,"1 2 4 2 -1 -2 4 4 4 -2 4 4",24,1,-256
837,1,"1 2 -1 -2 -2 4 4 4 4 4 4 2",24,1,0
838,1,"1 2 4 -2 -2 4 -1 4 4 4 2 4",24,1,256
839,1,"1 2 4 -2 4 4 -2 4 -1 2 4 4",24,1,256
840,1,"1 2 -1 -2 4 -2 4 4 4 2 4 4",24,1,-256
841,1,"1 2 4 4 3 4 -1 -3 4 4 -2 4",24,1,128
842,1,"1 1 4 4 4 4 4 4 -1 -4 -1 4",6,1,1024
843,1,"1 4 2 4 4 2 -1 4 4 4 -2 -2",24,1,0
844,1,"1 4 2 -4 -1 4 4 4 4 -2 4 4",24,1,0
845,1,"1 2 4 4 4 4 -2 4 -2 -1 4 2",24,1,256
846,1,"1 2 -1 -2 4 4 2 4 4 4 -2 4",24,1,-256
847,1,"1 2 -1 4 4 -2 4 -2 4 2 4 4",24,1,0
848,1,"1 2 4 4 -1 -2 4 4 2 4 -2 4",24,1,0
849,1,"1 4 2 2 -1 4 4 4 -2 4 4 -2",24,1,0
850,1,"1 2 2 4 4 -1 -2 4 4 -2 4 4",24,1,0
851,1,"1 2 4 2 4 -2 4 -1 -2 4 4 4",24,1,0
852,1,"1 4 2 2 4 -1 4 -2 4 4 -2 4",24,1,256
853,1,"1 4 4 2 2 -1 4 4 -2 4 4 -2",24,1,0
854,1,"1 2 -1 4 -2 4 -2 4 4 2 4 4",24,1,0
855,1,"1 2 4 2 -1 4 4 -2 4 -2 4 4",24,1,0
856,1,"1 2 3 -1 -3 4 4 4 4 4 4 -2",48,1,-512
857,1,"1 2 -1 4 3 -2 4 4 -3 4 4 4",48,1,0
858,1,"1 2 -1 4 4 4 3 4 -2 -3 4 4",48,1,0
859,1,"1 2 4 2 -1 4 -2 4 4 4 4 -2",24,1,-256
860,1,"1 2 4 -1 2 4 -2 4 4 4 4 -2",24,1,256
861,1,"1 2 4 -1 4 4 3 4 -3 -2 4 4",48,1,128
862,1,"1 2 4 4 -1 4 3 -2 4 4 -3 4",24,1,128
863,1,"1 1 4 -1 4 -1 4 -1 4 1 4 4",6,1,256
864,1,"1 2 4 -2 -2 4 -1 2 4 4 4 4",24,1,512
865,1,"1 2 -1 4 4 3 4 -3 -2 4 4 4",48,1,0
866,1,"1 2 4 -1 4 3 -2 4 4 -3 4 4",48,1,128
867,1,"1 2 4 -1 4 4 -2 4 -2 4 2 4",24,1,128
868,1,"1 2 4 4 2 -1 4 4 4 4 -2 -2",24,1,-512
869,1,"1 2 3 4 4 -2 -3 4 4 -1 4 4",48,1,0
870,1,"1 2 2 4 -1 4 4 -2 4 4 4 -2",24,1,0
871,1,"1 2 -1 -2 4 3 4 4 4 -3 4 4",48,1,-256
872,1,"1 1 1 4 4 -1 -1 4 4 -1 4 4",6,1,1024
873,1,"1 2 -1 -2 4 4 4 4 -2 4 2 4",24,1,-256
874,1,"1 2 -1 4 2 4 4 4 -2 -2 4 4",24,1,0
875,1,"1 2 4 -2 4 2 4 -2 4 4 -1 4",24,1,128
876,1,"1 2 4 -2 4 4 4 4 -2 -1 4 2",24,1,256
877,1,"1 2 4 4 -2 4 -1 -2 4 4 2 4",12,1,0
878,1,"1 2 3 -1 4 4 4 4 -3 4 4 -2",48,1,-256
879,1,"1 2 4 3 4 -2 4 4 -1 4 -3 4",48,1,128
880,1,"1 2 2 4 4 -2 4 4 -1 4 4 -2",24,1,0
881,1,"1 2 4 4 4 2 4 -2 -1 4 -2 4",24,1,256
882,1,"1 4 4 2 4 4 -2 4 4 4 -1 -4",24,1,-512
883,1,"1 2 3 4 4 4 -2 4 4 -3 -1 4",48,1,256
884,1,"1 2 -1 4 4 3 4 -2 4 -3 4 4",48,1,0
885,1,"1 1 1 4 4 4 -1 4 -1 -1 4 4",6,1,1024
886,1,"1 1 4 1 4 -1 4 -1 4 -1 4 4",6,1,256
887,1,"1 2 -1 2 4 4 -2 4 4 -2 4 4",24,1,256
888,1,"1 2 4 -2 4 4 2 4 -2 4 -1 4",24,1,128
889,1,"1 2 4 -2 4 4 4 2 -1 4 4 -2",24,1,-256
890,1,"1 2 2 4 -2 4 -2 4 4 -1 4 4",24,1,256
891,1,"1 2 3 4 -3 -2 4 -1 4 4 4 4",48,1,256
892,1,"1 2 3 4 4 4 4 -3 4 -1 4 -2",48,1,0
893,1,"1 2 4 4 3 4 -3 4 -2 -1 4 4",48,1,256
894,1,"1 2 4 4 -2 4 -2 -1 4 2 4 4",24,1,256
895,1,"1 2 4 -2 3 4 -3 4 -1 4 4 4",48,1,128
896,1,"1 2 3 -1 4 4 -2 4 -3 4 4 4",48,1,0
897,1,"1 2 4 -1 4 4 -2 4 4 -2 4 2",24,1,256
898,1,"1 2 4 -2 4 2 4 -1 -2 4 4 4",24,1,0
899,1,"1 1 4 4 4 -1 -4 -1 4 4 4 4",6,1,1024
900,1,"1 2 -1 4 4 4 2 4 4 -2 4 -2",24,1,-256
901,1,"1 4 2 4 4 4 2 4 -2 -2 -1 4",24,1,256
902,1,"1 2 4 4 -2 -1 4 -2 4 4 4 2",24,1,256
903,1,"1 4 2 -1 4 -2 4 -2 4 2 4 4",24,1,128
904,1,"1 4 2 2 4 -2 4 -1 4 4 -2 4",24,1,256
905,1,"1 2 -1 4 3 4 -2 4 4 4 -3 4",48,1,0
906,1,"1 2 4 3 4 -3 -1 4 4 4 -2 4",48,1,128
907,1,"1 4 -1 -4 1 4 4 4 -1 4 4 4",6,1,-512
908,1,"1 2 4 -2 4 2 4 4 4 -2 -1 4",24,1,256
909,1,"1 2 4 -2 4 4 4 -2 4 2 -1 4",24,1,0
910,1,"1 4 2 4 2 4 4 -2 -2 4 -1 4",24,1,256
911,1,"1 2 3 4 4 4 -2 -3 4 -1 4 4",48,1,0
912,1,"1 4 2 -1 4 2 4 -2 -2 4 4 4",24,1,256
913,1,"1 4 2 -1 4 -2 4 2 4 4 4 -2",24,1,0
914,1,"1 2 3 4 4 -3 4 4 -1 4 -2 4",48,1,128
915,1,"1 1 4 4 4 4 4 4 4 -1 -1 -4",6,1,-2048
916,1,"1 4 2 4 2 4 -1 4 4 -2 4 -2",24,1,128
917,1,"1 4 -1 4 4 2 2 4 -2 -2 4 4",24,1,512
918,1,"1 4 4 2 4 -2 -1 4 4 -2 4 2",12,1,0
919,1,"1 2 -1 4 3 4 4 4 -3 4 -2 4",48,1,0
920,1,"1 2 2 -1 -2 4 4 4 4 4 -2 4",24,1,-512
921,1,"1 2 4 2 4 4 -2 4 4 -1 4 -2",24,1,0
922,1,"1 2 3 -1 4 -3 4 4 -2 4 4 4",48,1,0
923,1,"1 2 4 3 4 -1 -3 4 4 -2 4 4",48,1,128
924,1,"1 2 2 4 -2 4 4 -2 -1 4 4 4",24,1,512
925,1,"1 2 3 4 -2 4 4 -1 4 4 -3 4",48,1,128
926,1,"1 2 4 3 -2 4 4 -3 -1 4 4 4",48,1,256
927,1,"1 2 3 4 4 -2 4 4 -3 4 -1 4",48,1,128
928,1,"1 4 1 4 4 4 4 -1 -4 -1 4 4",6,1,512
929,1,"1 4 -1 4 4 4 -1 -4 1 4 4 4",6,1,-512
930,1,"1 1 4 4 -1 4 1 4 -1 4 -1 4",6,1,256
931,1,"1 2 3 4 4 4 -3 4 4 -1 -2 4",48,1,0
932,1,"1 2 4 3 4 4 -1 4 -2 -3 4 4",48,1,128
933,1,"1 2 4 3 4 4 -3 4 -1 -2 4 4",48,1,0
934,1,"1 2 4 -1 2 4 4 -2 4 -2 4 4",24,1,256
935,1,"1 2 3 4 4 -1 4 4 -2 -3 4 4",48,1,0
936,1,"1 2 -1 4 -2 3 4 4 -3 4 4 4",48,1,0
937,1,"1 2 4 -1 2 4 -2 4 -2 4 4 4",24,1,256
938,1,"1 4 2 -4 -2 4 4 4 4 4 -1 4",24,1,-512
939,1,"1 2 -1 4 4 4 2 4 4 -2 -2 4",24,1,0
940,1,"1 2 4 2 4 4 -1 4 4 -2 4 -2",24,1,0
941,1,"1 2 4 -2 -2 4 2 -1 4 4 4 4",24,1,0
942,1,"1 4 2 2 4 -1 4 4 4 -2 -2 4",24,1,512
943,1,"1 2 4 2 -1 4 4 4 -2 4 -2 4",24,1,0
944,1,"1 2 4 4 -1 4 4 2 4 4 -2 -2",24,1,0
945,1,"1 4 2 4 -1 4 2 4 -2 4 -2 4",24,1,128
946,1,"1 4 2 4 -2 -2 4 4 2 -1 4 4",24,1,256
947,1,"1 2 3 -1 4 4 -3 -2 4 4 4 4",48,1,0
948,1,"1 2 -1 4 4 4 4 4 4 4 -2 -4",24,1,-1024
949,1,"1 2 4 4 -2 4 4 4 2 -1 4 -2",24,1,-256
950,1,"1 2 4 -2 -1 4 4 3 4 -3 4 4",48,1,256
951,1,"1 2 3 4 -3 4 4 -1 4 4 -2 4",48,1,128
952,1,"1 2 -1 4 4 4 3 4 -2 4 -3 4",48,1,0
953,1,"1 2 3 4 -1 4 4 4 -3 -2 4 4",48,1,256
954,1,"1 1 1 4 4 4 -1 -1 4 4 -1 4",6,1,1024
955,1,"1 2 4 -1 -2 4 4 3 4 -3 4 4",48,1,0
956,1,"1 2 2 4 4 -2 4 -1 -2 4 4 4",24,1,0
957,1,"1 2 4 4 2 -1 4 -2 4 4 4 -2",24,1,-256
958,1,"1 2 3 4 4 4 -1 4 -3 4 4 -2",48,1,0
959,1,"1 2 4 -1 4 3 -2 4 4 4 -3 4",48,1,128
960,1,"1 4 1 -4 -1 4 4 -1 4 4 4 4",6,1,-512
961,1,"1 2 -1 -2 4 -2 4 4 4 4 4 2",24,1,0
962,1,"1 2 4 4 4 -2 4 2 4 -2 -1 4",24,1,256
963,1,"1 2 -1 -2 4 3 4 4 4 4 -3 4",48,1,-256
964,1,"1 2 4 4 -1 4 2 4 -2 -2 4 4",24,1,256
965,1,"1 2 2 4 4 -1 4 4 -2 4 -2 4",24,1,256
966,1,"1 4 2 -1 4 4 4 -2 4 2 4 -2",24,1,0
967,1,"1 4 2 2 4 -1 4 4 4 -2 4 -2",24,1,256
968,1,"1 4 4 -1 4 4 4 2 2 4 -2 -2",24,1,512
969,1,"1 2 -1 2 4 4 -2 -2 4 4 4 4",24,1,512
970,1,"1 2 4 -2 4 -2 -1 4 4 4 4 2",24,1,256
971,1,"1 2 -1 4 4 3 4 -2 4 4 -3 4",48,1,0
972,1,"1 2 4 3 -1 4 4 -3 4 4 -2 4",48,1,128
973,1,"1 2 4 -1 4 3 4 4 -3 4 -2 4",48,1,128
974,1,"1 4 2 4 -2 4 2 4 -1 4 4 -2",24,1,128
975,1,"1 2 3 4 -2 4 -3 4 4 4 -1 4",48,1,128
976,1,"1 1 1 4 -1 4 -1 4 4 4 -1 4",6,1,512
977,1,"1 2 4 -2 4 -1 4 4 2 4 -2 4",24,1,128
978,1,"1 4 2 4 4 -2 4 -2 4 2 -1 4",24,1,128
979,1,"1 2 4 2 4 -1 4 -2 -2 4 4 4",24,1,256
980,1,"1 2 4 -1 4 -2 4 4 2 4 -2 4",24,1,128
981,1,"1 2 4 -1 4 4 4 -2 -2 4 2 4",24,1,256
982,1,"1 2 4 -2 3 4 4 4 -3 -1 4 4",48,1,0
983,1,"1 4 2 4 3 4 -2 4 -3 4 -1 4",48,1,128
984,1,"1 2 4 2 4 4 -2 -2 4 4 -1 4",24,1,256
985,1,"1 2 4 4 -2 4 2 4 4 -2 -1 4",24,1,256
986,1,"1 4 2 4 4 -2 -2 4 4 2 -1 4",24,1,256
987,1,"1 2 4 4 -1 4 -2 4 2 4 -2 4",24,1,128
988,1,"1 2 3 -1 4 4 4 4 4 -2 -3 4",48,1,0
989,1,"1 2 4 4 4 -2 4 -2 -1 4 2 4",24,1,256
990,1,"1 2 4 -1 4 4 3 -2 4 -3 4 4",24,1,128
991,1,"1 4 4 2 4 4 -1 4 4 4 -2 -4",24,1,0
992,1,"1 2 4 -1 -2 4 4 4 4 2 4 -2",24,1,-256
993,1,"1 2 4 4 -2 4 4 -1 4 -2 4 2",24,1,256
994,1,"1 2 4 4 4 4 2 -1 4 -2 -2 4",24,1,0
995,1,"1 4 2 -1 4 4 -2 4 2 4 4 -2",24,1,0
996,1,"1 2 -1 2 4 4 4 4 -2 4 -2 4",24,1,256
997,1,"1 2 4 4 -2 -2 4 4 2 4 -1 4",24,1,256
998,1,"1 4 -1 4 4 2 2 4 4 -2 4 -2",24,1,256
999,1,"1 4 -1 4 4 2 4 2 4 -2 4 -2",24,1,128
1000,1,"1 2 2 -1 4 4 4 -2 4 4 -2 4",24,1,0
1001,1,"1 2 3 4 -2 -3 4 4 4 -1 4 4",48,1,0
1002,1,"1 2 3 4 4 -3 -1 4 -2 4 4 4",48,1,256
1003,1,"1 4 -1 -4 -1 4 4 4 1 4 4 4",6,1,512
1004,1,"1 2 2 4 -1 4 -2 4 4 -2 4 4",24,1,256
1005,1,"1 2 4 3 4 -1 -2 4 4 -3 4 4",48,1,0
1006,1,"1 2 -1 4 -2 4 4 4 2 4 -2 4",24,1,0
1007,1,"1 4 2 2 4 4 4 -2 -2 -1 4 4",24,1,512
1008,1,"1 1 4 -1 -4 -1 4 4 4 4 4 4",6,1,1024
1009,1,"1 2 2 4 4 -2 4 4 -2 4 -1 4",24,1,256
1010,1,"1 2 3 -2 4 4 4 -3 4 4 -1 4",48,1,0
1011,1,"1 2 4 3 4 4 -2 4 -1 -3 4 4",48,1,128
1012,1,"1 2 4 -1 2 4 4 4 -2 4 -2 4",24,1,256
1013,1,"1 2 4 -1 4 2 4 4 -2 -2 4 4",24,1,256
1014,1,"1 2 4 -1 4 2 4 4 4 -2 4 -2",24,1,0
1015,1,"1 2 4 -2 4 4 -1 2 4 4 -2 4",24,1,256
1016,1,"1 2 4 2 4 4 -2 -1 -2 4 4 4",24,1,256
1017,1,"1 2 4 -2 -2 4 4 -1 4 2 4 4",24,1,256
1018,1,"1 2 4 3 -2 4 4 4 4 -1 -3 4",48,1,0
1019,1,"1 2 4 3 4 4 -1 4 -2 4 -3 4",48,1,128
1020,1,"1 2 3 4 4 -1 4 4 -2 4 -3 4",48,1,128
1021,1,"1 2 2 4 4 -2 -2 4 4 -1 4 4",24,1,512
1022,1,"1 4 2 -1 4 2 4 4 4 -2 -2 4",24,1,256
1023,1,"1 2 4 3 4 -3 4 -1 4 -2 4 4",48,1,128
1024,1,"1 1 4 -1 4 4 -1 4 1 4 -1 4",6,1,256
1025,1,"1 2 -1 2 4 -2 4 4 4 4 -2 4",24,1,256
1026,1,"1 4 2 4 2 4 -2 4 -2 4 -1 4",24,1,128
1027,1,"1 2 4 4 4 -1 4 4 4 4 -2 -4",24,1,-512
1028,1,"1 4 2 4 4 4 -2 4 4 4 -1 -4",24,1,-512
1029,1,"1 2 4 -2 -1 4 2 4 4 4 4 -2",24,1,256
1030,1,"1 2 4 4 -1 4 -2 -2 4 2 4 4",24,1,256
1031,1,"1 4 2 -1 4 4 2 4 4 4 -2 -2",24,1,0
1032,1,"1 4 1 4 1 4 -1 4 -1 4 -1 4",3,1,128
1033,1,"1 2 -1 4 -2 4 4 4 -2 4 4 2",24,1,256
1034,1,"1 2 4 4 2 4 4 4 -2 -2 -1 4",24,1,512
1035,1,"1 2 4 -2 -1 4 4 3 4 4 -3 4",48,1,256
1036,1,"1 2 4 4 -2 4 -1 4 -2 4 4 2",24,1,256
1037,1,"1 2 4 -2 4 -1 4 4 -2 4 4 2",24,1,256
1038,1,"1 2 4 4 4 -1 4 4 2 4 -2 -2",24,1,0
1039,1,"1 2 4 -1 -2 4 4 3 4 4 -3 4",48,1,0
1040,1,"1 2 4 -2 -1 -2 4 4 4 2 4 4",24,1,256
1041,1,"1 2 3 -2 4 4 4 -1 4 -3 4 4",48,1,0
1042,1,"1 4 2 4 -2 4 2 4 -2 -1 4 4",24,1,128
1043,1,"1 1 1 4 4 -1 4 4 4 -1 -1 4",6,1,1024
1044,1,"1 2 2 4 -2 4 -1 4 4 -2 4 4",24,1,256
1045,1,"1 2 4 4 -2 4 2 -1 4 4 -2 4",24,1,0
1046,1,"1 2 4 -2 -1 4 -2 4 4 4 2 4",24,1,256
1047,1,"1 4 2 2 -1 4 4 -2 4 -2 4 4",24,1,256
1048,1,"1 2 4 -2 4 -1 2 4 4 -2 4 4",24,1,256
1049,1,"1 4 2 2 -1 4 4 4 4 -2 -2 4",24,1,512
1050,1,"1 2 3 4 4 -3 4 4 -1 4 4 -2",48,1,0
1051,1,"1 2 4 -2 4 4 2 4 -1 -2 4 4",24,1,0
1052,1,"1 2 3 4 -1 4 4 -3 -2 4 4 4",48,1,256
1053,1,"1 2 4 4 4 2 -1 4 4 4 -2 -2",24,1,-512
1054,1,"1 4 2 2 4 -2 -1 4 4 4 4 -2",24,1,512
1055,1,"1 2 -1 -2 4 4 -2 4 4 2 4 4",24,1,-256
1056,1,"1 4 2 -1 4 2 4 -2 4 4 -2 4",24,1,128
1057,1,"1 2 3 4 4 4 -1 4 4 -2 -3 4",48,1,0
1058,1,"1 2 -4 -2 4 4 4 4 -1 4 4 4",24,1,-512
1059,1,"1 2 3 -2 -1 4 4 4 4 -3 4 4",48,1,0
1060,1,"1 2 4 -2 -2 4 4 4 2 -1 4 4",24,1,0
1061,1,"1 2 3 4 4 4 -3 4 4 -1 4 -2",48,1,0
1062,1,"1 4 1 4 4 -1 4 4 4 4 -1 -4",6,1,-512
1063,1,"1 2 -1 4 2 4 -2 4 4 4 4 -2",24,1,-256
1064,1,"1 2 3 -1 -2 4 4 4 4 -3 4 4",48,1,-256
1065,1,"1 2 -1 4 -2 4 2 4 4 -2 4 4",24,1,0
1066,1,"1 4 2 2 -1 4 -2 -2 4 4 4 4",24,1,512
1067,1,"1 2 3 4 -1 4 4 -2 4 -3 4 4",48,1,128
1068,1,"1 2 4 -2 -2 4 4 4 4 -1 4 2",24,1,512
1069,1,"1 2 3 4 4 -3 -2 4 -1 4 4 4",48,1,256
1070,1,"1 2 4 -1 4 4 3 -2 4 4 -3 4",48,1,128
1071,1,"1 4 -1 4 1 4 -1 4 1 4 -1 4",3,3,128
1072,1,"1 1 1 4 4 -1 4 -1 -1 4 4 4",6,1,1024
1073,1,"1 2 -1 4 3 4 -2 4 -3 4 4 4",48,1,0
1074,1,"1 2 4 2 4 -1 -2 4 4 4 4 -2",24,1,-256
1075,1,"1 2 4 -2 4 4 -1 -2 4 4 2 4",24,1,0
1076,1,"1 2 4 -2 4 4 2 4 4 -1 4 -2",24,1,0
1077,1,"1 2 4 2 -1 4 4 4 4 -2 -2 4",24,1,0
1078,1,"1 4 2 2 -1 4 -2 4 4 4 -2 4",24,1,256
1079,1,"1 2 4 4 2 4 -1 4 -2 4 -2 4",24,1,128
1080,1,"1 2 4 3 4 -1 -2 4 4 4 -3 4",48,1,0
1081,1,"1 2 2 4 4 4 -1 4 4 4 -2 -2",24,1,0
1082,1,"1 2 4 2 4 -2 4 4 -1 4 -2 4",24,1,128
1083,1,"1 2 3 4 -3 4 4 -1 4 4 4 -2",48,1,0
1084,1,"1 2 2 4 -2 4 4 4 -1 4 4 -2",24,1,0
1085,1,"1 2 4 3 4 4 -2 4 -1 4 -3 4",48,1,128
1086,1,"1 1 4 -1 -1 4 4 -1 4 4 1 4",6,1,512
1087,1,"1 4 2 4 2 4 -2 4 4 -2 -1 4",24,1,128
1088,1,"1 2 3 4 -2 4 4 -1 -3 4 4 4",48,1,0
1089,1,"1 2 4 3 -2 4 -3 4 -1 4 4 4",48,1,128
1090,1,"1 2 4 3 4 -1 4 4 -3 4 -2 4",48,1,128
1091,1,"1 2 4 2 -1 4 -2 4 -2 4 4 4",24,1,0
1092,1,"1 4 2 4 -1 4 2 4 -2 4 4 -2",24,1,128
1093,1,"1 2 4 4 4 4 4 -2 4 4 -1 -4",24,1,-512
1094,1,"1 1 1 4 -1 -1 4 4 -1 4 4 4",6,1,1024
1095,1,"1 2 -1 4 4 4 -2 4 4 -2 4 2",24,1,256
