j,l,trajectory,M,S,D
12863,1,"1 2 -1 -2 4 3 4 3 4 4 -3 -3",48,1,-128
12864,1,"1 2 2 2 4 -2 4 4 -1 4 -2 -2",24,1,0
12865,1,"1 2 4 -1 4 2 2 4 -2 4 -2 -2",24,1,0
12866,1,"1 2 1 -2 4 4 -1 2 4 -2 -1 4",24,1,-128
12867,1,"1 2 3 2 4 -3 4 4 -2 -1 4 -2",48,1,128
12868,1,"1 2 4 2 4 4 -2 -4 -1 -2 4 4",24,1,256
12869,1,"1 2 1 2 4 -1 -2 4 4 4 -1 -2",24,1,-256
12870,1,"1 2 -1 -2 4 4 3 -2 4 2 -3 4",48,1,-128
12871,1,"1 2 -1 4 4 4 4 2 4 -2 -2 -4",24,1,-512
12872,1,"1 2 4 -1 4 -2 -4 3 4 4 -3 4",48,1,0
12873,1,"1 2 3 -1 4 3 4 -2 -3 -3 4 4",48,1,0
12874,1,"1 2 4 4 3 4 -1 -3 4 -3 -2 3",48,1,-128
12875,1,"1 2 3 -2 -3 4 -2 -1 4 4 4 2",48,1,-128
12876,1,"1 2 3 4 -1 -3 4 4 -3 -2 3 4",48,1,0
12877,1,"1 2 3 4 -2 -3 4 -2 4 2 -1 4",48,1,0
12878,1,"1 2 3 -2 4 -3 4 -1 3 4 -3 4",48,1,64
12879,1,"1 2 -1 2 4 3 4 4 -2 -3 4 -2",48,1,0
12880,1,"1 2 3 3 -1 4 -2 4 -3 4 -3 4",48,1,0
12881,1,"1 2 4 3 4 4 -1 4 -3 4 -2 -4",48,1,-128
12882,1,"1 2 3 -2 -1 4 -3 4 -2 4 4 2",48,1,0
12883,1,"1 2 1 4 -2 -2 -1 -1 4 4 2 4",24,1,256
12884,1,"1 2 3 2 -1 -2 4 -2 -3 4 4 4",48,1,-128
12885,1,"1 2 3 -4 -1 -3 4 4 4 -2 4 4",48,1,-256
12886,1,"1 2 3 2 -3 4 -1 -2 4 4 -2 4",48,1,0
12887,1,"1 2 3 4 4 -3 -1 3 -2 -3 4 4",48,1,-128
12888,1,"1 2 4 3 4 -3 -3 4 3 -2 -1 4",48,1,128
12889,1,"1 2 3 -2 -1 4 2 4 -3 4 -2 4",48,1,0
12890,1,"1 2 3 4 -1 -2 4 -2 -3 2 4 4",48,1,-128
12891,1,"1 2 3 4 -3 4 -3 -2 3 -1 4 4",48,1,128
12892,1,"1 2 3 -2 4 4 -2 -1 4 2 -3 4",48,1,0
12893,1,"1 4 1 -4 -4 -1 4 4 4 4 -1 4",6,1,-512
12894,1,"1 2 3 4 4 -3 -3 -1 3 4 4 -2",48,1,256
12895,1,"1 2 2 3 -2 4 -3 4 -1 4 4 -2",48,1,0
12896,1,"1 2 2 4 -2 -2 -2 4 2 -1 4 4",24,1,0
12897,1,"1 2 2 4 -2 -1 4 -2 1 4 -1 4",24,1,128
12898,1,"1 2 3 4 -2 4 2 -1 4 -2 -3 4",48,1,-64
12899,1,"1 2 4 -2 -1 -4 2 4 -2 4 4 4",24,1,0
12900,1,"1 2 4 4 4 -2 -2 -2 -1 4 2 2",24,1,512
12901,1,"1 2 4 4 3 3 -2 -3 -1 4 -3 4",48,1,128
12902,1,"1 2 4 4 4 3 -2 -4 -1 4 -3 4",48,1,128
12903,1,"1 2 3 4 -2 -1 4 3 4 -3 4 -3",48,1,0
12904,1,"1 2 3 -2 -1 2 -3 4 4 4 4 -2",48,1,-256
12905,1,"1 2 3 -2 4 -1 4 -2 4 2 -3 4",48,1,64
12906,1,"1 2 4 3 4 -3 4 -2 4 4 -1 -4",48,1,-128
12907,1,"1 2 1 2 4 -2 4 4 -1 -2 -1 4",24,1,128
12908,1,"1 2 3 -2 4 4 3 4 4 -1 -3 -3",48,1,-256
12909,1,"1 2 3 -1 -3 4 4 4 3 -2 4 -3",48,1,-128
12910,1,"1 2 4 -2 -4 2 4 -1 4 -2 4 4",24,1,-128
12911,1,"1 2 2 4 -2 4 4 4 -1 -4 -2 4",24,1,-256
12912,1,"1 2 -1 -2 4 2 4 4 -1 -2 4 1",24,1,-256
12913,1,"1 2 3 4 -2 4 4 3 4 -1 -3 -3",48,1,-128
12914,1,"1 4 2 4 4 -2 -1 4 2 -4 -2 4",24,1,-128
12915,1,"1 4 2 -4 -2 -2 4 2 -1 4 4 4",24,1,-256
12916,1,"1 2 4 4 -2 3 4 4 -3 4 -1 -4",48,1,-128
12917,1,"1 2 3 4 4 4 -3 -1 -3 -2 4 3",48,1,128
12918,1,"1 2 4 3 -2 -3 4 4 -3 -1 3 4",48,1,128
12919,1,"1 2 2 4 -1 4 -2 -2 4 -2 4 2",24,1,256
12920,1,"1 2 1 4 -2 4 2 -1 -1 -2 4 4",24,1,0
12921,1,"1 2 4 3 -2 3 4 -3 -3 4 -1 4",48,1,128
12922,1,"1 2 3 4 -2 -3 4 3 4 -1 4 -3",48,1,-64
12923,1,"1 2 4 -2 4 2 -1 4 2 4 -2 -2",24,1,-128
12924,1,"1 2 -1 4 2 3 -2 4 4 -3 -2 4",48,1,0
12925,1,"1 2 4 4 4 3 4 -1 -3 -4 -2 4",48,1,-128
12926,1,"1 2 3 -1 3 4 4 -3 -3 4 -2 4",48,1,128
12927,1,"1 2 3 -2 4 4 -3 -3 4 3 -1 4",48,1,-128
12928,1,"1 2 3 4 -3 -4 -2 -1 4 4 4 4",48,1,256
12929,1,"1 2 -1 -2 4 2 1 4 -1 -2 4 4",24,1,-128
12930,1,"1 2 2 4 -2 -2 -1 4 4 -1 4 1",24,1,512
12931,1,"1 2 4 3 4 -3 -1 -3 4 3 -2 4",48,1,64
12932,1,"1 2 4 -2 3 3 4 4 -3 -1 -3 4",48,1,128
12933,1,"1 2 3 4 4 4 -2 4 3 -1 -3 -3",48,1,-256
12934,1,"1 2 -1 4 3 3 4 -2 4 4 -3 -3",48,1,0
12935,1,"1 2 4 4 3 -1 -3 -2 3 4 4 -3",48,1,-128
12936,1,"1 2 4 2 4 4 4 -2 -4 -2 -1 4",24,1,256
12937,1,"1 2 -1 4 -2 -2 4 -1 2 4 4 1",24,1,256
12938,1,"1 2 4 3 -1 4 -2 4 -3 -3 4 3",48,1,128
12939,1,"1 4 2 2 4 4 -2 -2 -4 -1 4 4",24,1,0
12940,1,"1 2 4 -2 -4 -2 4 -1 4 2 4 4",24,1,128
12941,1,"1 2 1 -2 -1 2 -1 4 4 4 -2 4",24,1,0
12942,1,"1 2 3 4 -1 4 -3 -3 -2 4 3 4",48,1,128
12943,1,"1 2 2 -1 4 2 4 -2 -2 4 4 -2",24,1,-256
12944,1,"1 2 2 2 -1 4 4 4 -2 -2 4 -2",24,1,-512
12945,1,"1 2 1 2 4 4 -2 -1 -2 -1 4 4",12,1,256
12946,1,"1 4 2 4 4 4 2 -1 -4 -2 4 -2",24,1,-256
12947,1,"1 2 1 -2 4 -1 -1 4 2 4 4 -2",24,1,256
12948,1,"1 2 1 4 -2 -1 2 4 -1 4 4 -2",24,1,128
12949,1,"1 2 4 -2 3 4 -1 -3 4 -3 4 3",48,1,64
12950,1,"1 2 4 4 3 3 -1 4 4 -2 -3 -3",48,1,0
12951,1,"1 2 4 4 3 4 4 -3 -1 -3 -2 3",48,1,-128
12952,1,"1 4 4 4 2 2 4 -2 4 -1 -4 -2",24,1,-256
12953,1,"1 2 3 2 4 -1 -2 4 -3 -2 4 4",48,1,0
12954,1,"1 2 4 3 -2 4 4 3 4 -3 -1 -3",48,1,0
12955,1,"1 2 2 4 4 -2 -2 4 2 -1 4 -2",24,1,-256
12956,1,"1 2 -1 -1 2 4 -2 4 -2 4 4 1",24,1,256
12957,1,"1 2 4 3 -2 3 4 -3 4 -1 -3 4",48,1,64
12958,1,"1 2 -1 -2 1 2 4 -2 4 4 -1 4",24,1,-128
12959,1,"1 2 4 3 -2 4 3 4 -1 -3 -3 4",48,1,0
12960,1,"1 2 3 4 4 -3 4 4 -2 -4 -1 4",48,1,128
12961,1,"1 2 3 4 -3 4 4 4 -1 3 -2 -3",48,1,-128
12962,1,"1 2 2 -1 4 -1 -2 4 -2 1 4 4",24,1,-256
12963,1,"1 2 4 2 4 -2 -2 -1 4 -1 4 1",12,1,256
12964,1,"1 2 3 -2 -1 4 4 4 -3 2 4 -2",48,1,128
12965,1,"1 2 4 4 2 -1 4 4 4 -2 -2 -4",24,1,-512
12966,1,"1 2 4 4 2 4 -2 4 -2 4 -1 -4",24,1,-128
12967,1,"1 2 3 4 -1 -4 -3 4 4 4 -2 4",48,1,-128
12968,1,"1 2 4 3 3 4 -2 -3 -1 4 4 -3",48,1,128
12969,1,"1 2 3 4 4 4 4 -3 -4 -1 -2 4",48,1,256
12970,1,"1 2 -1 -2 4 2 3 4 -3 -2 4 4",48,1,-128
12971,1,"1 2 1 2 4 -2 -2 4 -1 4 -1 4",24,1,128
12972,1,"1 2 1 4 -1 4 -2 4 2 -1 4 -2",24,1,0
12973,1,"1 2 4 4 -1 4 3 4 -2 4 -3 -4",48,1,0
12974,1,"1 2 3 3 -1 4 4 4 -2 -3 4 -3",48,1,-256
12975,1,"1 2 3 2 4 4 -1 -2 -2 -3 4 4",48,1,0
12976,1,"1 2 1 2 -1 -1 4 -2 -2 4 4 4",24,1,0
12977,1,"1 2 3 -2 4 2 4 -1 4 -3 -2 4",48,1,64
12978,1,"1 1 4 -1 4 1 -4 -1 4 -1 4 4",6,1,-256
12979,1,"1 4 -1 -4 2 4 4 4 4 4 -2 -4",24,1,512
12980,1,"1 2 1 -2 4 -1 -2 4 2 -1 4 4",24,1,128
12981,1,"1 2 2 -1 -1 4 4 1 4 -2 -2 4",24,1,0
12982,1,"1 2 1 4 -1 -2 -2 -1 4 4 2 4",24,1,256
12983,1,"1 2 3 3 4 -1 -2 4 4 -3 -3 4",48,1,0
12984,1,"1 2 4 4 -2 3 3 4 -3 -1 4 -3",48,1,128
12985,1,"1 2 4 3 -1 -4 -2 4 -3 4 4 4",48,1,-128
12986,1,"1 2 3 -2 -1 4 4 -3 4 -2 4 2",48,1,0
12987,1,"1 2 -1 4 3 -2 4 -2 4 2 -3 4",48,1,0
12988,1,"1 2 3 2 4 -2 -1 4 4 -3 -2 4",48,1,128
12989,1,"1 2 4 -1 -1 2 4 -2 4 -2 4 1",24,1,256
12990,1,"1 2 1 -2 -1 4 2 4 4 -2 -1 4",24,1,-128
12991,1,"1 2 4 4 4 4 2 4 -1 -4 -2 -2",24,1,-512
12992,1,"1 2 2 3 4 -1 4 -2 4 -3 4 -2",48,1,0
12993,1,"1 2 3 4 4 -2 -4 -3 4 4 -1 4",48,1,-128
12994,1,"1 2 4 4 4 -1 2 -4 -2 4 -2 4",24,1,-256
12995,1,"1 2 4 3 -2 4 -3 4 -3 4 -1 3",48,1,64
12996,1,"1 2 4 2 4 4 -2 -4 -1 4 4 -2",24,1,256
12997,1,"1 2 4 4 4 -1 3 3 -2 -3 -3 4",48,1,-256
12998,1,"1 2 4 2 3 4 -3 -2 4 -2 -1 4",24,1,128
12999,1,"1 2 4 4 4 2 4 -2 -2 -4 -1 4",24,1,256
13000,1,"1 2 4 3 -1 -3 4 4 4 -3 -2 3",48,1,-128
13001,1,"1 4 2 2 2 4 -1 4 4 -2 -2 -2",24,1,512
13002,1,"1 4 2 4 3 4 -3 -4 -2 4 -1 4",48,1,0
13003,1,"1 2 4 -1 4 -2 4 4 4 -2 -4 2",24,1,-256
13004,1,"1 2 3 4 -1 2 4 4 -3 -2 4 -2",48,1,0
13005,1,"1 2 2 -1 -2 -2 4 -2 4 2 4 4",24,1,-256
13006,1,"1 2 3 4 -1 4 3 4 4 -2 -3 -3",48,1,-128
13007,1,"1 2 3 4 2 4 -1 4 -2 -3 -2 4",48,1,64
13008,1,"1 2 3 4 4 -3 -2 -2 -1 4 4 2",48,1,256
13009,1,"1 2 1 4 -2 -2 4 -1 -1 4 2 4",24,1,256
13010,1,"1 2 1 4 4 -2 -1 4 2 -1 4 -2",24,1,128
13011,1,"1 2 3 -4 -1 4 4 -3 4 -2 4 4",48,1,-128
13012,1,"1 2 3 4 3 -1 -3 -3 4 -2 4 4",48,1,-128
13013,1,"1 1 4 -1 4 -1 -4 -1 4 1 4 4",6,1,256
13014,1,"1 2 2 1 4 -1 4 -2 -2 -1 4 4",24,1,256
13015,1,"1 2 3 -2 -3 4 3 4 4 -1 4 -3",48,1,-128
13016,1,"1 2 3 4 4 4 -2 4 -3 4 -1 -4",48,1,-128
13017,1,"1 2 4 3 3 4 -1 4 -2 4 -3 -3",48,1,128
13018,1,"1 2 -1 4 4 -2 4 4 3 4 -3 -4",48,1,0
13019,1,"1 2 3 4 -2 -1 4 -3 4 3 4 -3",48,1,0
13020,1,"1 2 4 4 4 2 4 4 -2 -1 -2 -4",24,1,-256
13021,1,"1 2 1 4 4 4 -1 -2 4 2 -1 -2",24,1,-256
13022,1,"1 2 3 4 -3 -1 4 4 3 -2 4 -3",48,1,0
13023,1,"1 1 4 1 4 -1 -4 -1 4 -1 4 4",6,1,256
13024,1,"1 2 3 4 4 -3 -3 4 3 -1 4 -2",48,1,-128
13025,1,"1 2 4 4 2 -4 -1 4 4 4 -2 -2",24,1,-512
13026,1,"1 2 3 3 4 4 4 -1 -3 -2 4 -3",48,1,0
13027,1,"1 2 4 4 4 -1 -2 -4 -2 4 2 4",24,1,0
13028,1,"1 2 3 4 4 4 -1 -3 -3 4 -2 3",48,1,0
13029,1,"1 2 -4 3 4 -2 4 -3 4 4 -1 4",48,1,0
13030,1,"1 2 3 4 4 -2 4 -3 -3 4 -1 3",48,1,128
13031,1,"1 2 -1 4 4 -2 -2 4 4 4 2 -4",24,1,512
13032,1,"1 2 -1 4 2 4 -2 -2 4 -2 4 2",24,1,128
13033,1,"1 2 3 4 -2 -3 4 -1 4 3 4 -3",48,1,-64
13034,1,"1 2 3 4 -3 4 3 -1 -2 4 4 -3",48,1,-128
13035,1,"1 2 4 3 3 -2 4 -1 -3 4 -3 4",48,1,0
13036,1,"1 2 4 -1 4 2 4 4 4 -2 -4 -2",24,1,0
13037,1,"1 2 3 4 4 -3 -1 3 4 -3 4 -2",48,1,128
13038,1,"1 2 3 4 4 4 2 -1 4 -3 -2 -2",48,1,0
13039,1,"1 2 4 -1 3 4 3 4 4 -2 -3 -3",48,1,0
13040,1,"1 2 2 -4 -2 4 -2 4 4 -1 4 4",24,1,-256
13041,1,"1 2 -1 4 4 4 4 -2 -2 -4 2 4",24,1,0
13042,1,"1 4 2 4 4 -2 4 -2 -4 2 -1 4",24,1,-128
13043,1,"1 2 3 -2 4 -1 3 4 -3 4 4 -3",48,1,0
13044,1,"1 2 1 4 -2 4 2 -1 -1 4 4 -2",24,1,0
13045,1,"1 2 4 3 -1 -3 4 4 3 4 -2 -3",48,1,0
13046,1,"1 2 4 -2 -1 4 -2 4 2 2 4 -2",24,1,128
13047,1,"1 2 -1 -2 1 4 2 4 -1 -2 4 4",24,1,-128
13048,1,"1 2 4 4 -1 4 2 4 4 -2 -2 -4",24,1,-256
13049,1,"1 2 -4 -2 4 4 2 4 -2 4 -1 4",24,1,-128
13050,1,"1 2 3 4 -3 -4 -2 4 4 -1 4 4",48,1,128
13051,1,"1 2 3 -1 4 4 -3 4 3 -2 -3 4",48,1,0
13052,1,"1 2 2 4 4 4 -2 4 -1 4 -2 -4",24,1,-256
13053,1,"1 2 2 -1 -1 -2 4 -2 4 4 4 1",24,1,-512
13054,1,"1 2 2 2 4 4 -2 -1 4 -2 4 -2",24,1,256
13055,1,"1 2 3 -2 -3 4 4 -3 4 4 -1 3",48,1,128
13056,1,"1 2 2 4 -1 -4 -2 4 4 4 -2 4",24,1,-256
13057,1,"1 2 4 3 3 -1 4 -3 4 -2 -3 4",48,1,128
13058,1,"1 2 3 4 -3 4 -3 -1 -2 3 4 4",48,1,128
13059,1,"1 4 4 -1 -4 2 4 2 4 -2 -2 4",24,1,0
13060,1,"1 2 4 -2 3 4 -3 4 -1 -3 4 3",48,1,64
13061,1,"1 1 1 4 -1 -1 -1 4 1 4 -1 4",6,1,512
13062,1,"1 2 3 4 4 -2 3 4 4 -1 -3 -3",48,1,0
13063,1,"1 2 4 -1 4 -2 -2 3 4 -3 4 2",48,1,128
13064,1,"1 2 2 -4 -2 -1 4 -2 4 4 4 4",24,1,-512
13065,1,"1 2 4 -1 -2 4 4 -2 4 4 2 -4",24,1,256
13066,1,"1 2 1 2 -1 -2 4 4 4 4 -1 -2",24,1,-256
13067,1,"1 2 3 2 4 -1 -2 4 -2 4 -3 4",48,1,0
13068,1,"1 2 3 4 -2 3 4 4 -3 -3 -1 4",48,1,128
13069,1,"1 2 4 3 4 -2 4 3 -1 -3 -3 4",48,1,0
13070,1,"1 2 4 -2 3 3 -1 -3 -3 4 4 4",48,1,256
13071,1,"1 2 4 4 4 3 -1 -3 4 3 -2 -3",48,1,128
13072,1,"1 2 -4 -2 4 -2 4 2 4 -1 4 4",24,1,-128
13073,1,"1 4 2 -1 4 4 2 -4 -2 4 4 -2",24,1,0
13074,1,"1 2 3 4 -2 -1 3 4 4 -3 -3 4",48,1,256
13075,1,"1 2 -1 4 -1 -2 4 4 -2 4 2 1",24,1,0
13076,1,"1 2 4 1 2 4 -2 -2 -1 4 -1 4",24,1,128
13077,1,"1 2 3 -1 4 4 -2 4 4 4 -3 -4",48,1,-256
13078,1,"1 2 3 4 4 -3 4 -1 -3 -2 3 4",48,1,0
13079,1,"1 2 3 4 4 -3 -2 3 4 -1 4 -3",48,1,128
13080,1,"1 1 -4 -1 -4 -1 4 4 4 4 4 4",6,1,-1024
13081,1,"1 2 -1 -2 -2 3 4 4 4 2 -3 4",48,1,0
13082,1,"1 2 -1 4 4 4 3 2 4 -3 -2 -2",48,1,0
13083,1,"1 2 3 -2 -2 4 -3 4 2 4 -1 4",48,1,0
13084,1,"1 2 2 3 4 4 -1 -2 -2 4 -3 4",48,1,0
13085,1,"1 2 4 2 4 4 -2 4 4 -2 -1 -4",24,1,-256
13086,1,"1 2 -1 -1 4 4 -2 -2 4 4 2 1",24,1,512
13087,1,"1 2 4 -1 4 -1 2 4 -2 -2 1 4",24,1,128
13088,1,"1 4 2 2 4 -2 4 -1 -4 -2 4 4",24,1,0
13089,1,"1 2 -1 -2 4 3 4 -2 4 -3 4 2",48,1,0
13090,1,"1 2 2 4 -2 4 -1 2 4 -2 4 -2",24,1,128
13091,1,"1 2 3 4 -3 -3 4 -1 3 -2 4 4",48,1,0
13092,1,"1 2 1 2 4 4 -1 -2 -1 4 4 -2",24,1,0
13093,1,"1 2 3 4 4 4 -3 2 4 -1 -2 -2",48,1,0
13094,1,"1 2 3 4 -1 -3 4 4 3 -2 4 -3",48,1,-128
13095,1,"1 2 4 3 -1 -4 -3 4 -2 4 4 4",48,1,-128
13096,1,"1 2 1 4 -2 4 -1 -2 -1 4 2 4",12,1,128
13097,1,"1 2 -1 -2 4 3 3 4 4 4 -3 -3",48,1,-256
13098,1,"1 2 2 2 4 -2 4 4 -1 -2 4 -2",24,1,-256
13099,1,"1 2 1 4 -1 2 4 -1 -2 4 4 -2",24,1,128
13100,1,"1 4 4 2 2 -1 4 4 4 -2 -2 -4",24,1,-512
13101,1,"1 2 -1 4 -2 -2 1 4 -1 4 2 4",24,1,-128
13102,1,"1 2 4 3 3 4 4 -3 -1 -3 -2 4",48,1,128
13103,1,"1 4 4 2 2 4 -2 4 -2 4 -1 -4",24,1,-256
13104,1,"1 1 4 4 4 4 4 4 -1 -1 -4 -4",6,1,-2048
13105,1,"1 2 1 -2 4 -2 -1 -1 4 2 4 4",24,1,0
13106,1,"1 2 -1 4 -2 3 4 3 4 4 -3 -3",48,1,128
13107,1,"1 2 4 -2 3 -1 4 3 4 4 -3 -3",48,1,128
13108,1,"1 2 -4 2 4 -2 4 -2 4 -1 4 4",24,1,128
13109,1,"1 2 4 3 -2 -3 -1 -3 4 4 4 3",48,1,128
13110,1,"1 2 3 -2 -2 -3 4 2 4 -1 4 4",48,1,-128
13111,1,"1 2 4 3 4 -1 4 -3 -4 -2 4 4",48,1,0
13112,1,"1 2 3 -1 3 4 4 -2 -3 -3 4 4",48,1,0
13113,1,"1 2 3 3 4 4 -1 4 -2 -3 4 -3",48,1,-128
13114,1,"1 2 2 4 -1 -1 4 1 4 -2 -2 4",24,1,256
13115,1,"1 2 3 3 -2 4 4 4 4 -3 -1 -3",48,1,-256
13116,1,"1 2 1 4 -1 -2 -2 4 4 -1 2 4",24,1,256
13117,1,"1 2 -1 4 2 3 4 4 4 -3 -2 -2",48,1,-256
13118,1,"1 2 3 -2 -1 4 -3 -2 4 4 4 2",48,1,128
13119,1,"1 2 3 -2 4 -3 -2 -1 4 4 4 2",48,1,128
13120,1,"1 2 3 4 -1 4 -3 4 -3 -2 3 4",48,1,64
13121,1,"1 2 3 4 -1 2 4 -2 -3 4 -2 4",48,1,64
13122,1,"1 2 3 4 -2 4 -3 -2 4 2 -1 4",48,1,0
13123,1,"1 2 2 -1 4 -2 1 4 -2 4 -1 4",24,1,-128
13124,1,"1 1 1 4 4 4 4 -1 -4 -1 -1 4",6,1,1024
13125,1,"1 2 4 4 4 3 4 -1 4 -3 -2 -4",48,1,-128
13126,1,"1 2 3 -2 4 4 -3 -1 3 4 -3 4",48,1,128
13127,1,"1 2 3 -2 -2 4 -1 4 4 -3 2 4",48,1,-128
13128,1,"1 2 4 4 2 -1 -4 -2 -2 4 4 4",24,1,-512
13129,1,"1 2 3 2 -3 4 -1 -2 4 -2 4 4",48,1,0
13130,1,"1 2 3 -1 -3 -3 4 4 4 4 3 -2",48,1,0
13131,1,"1 2 -1 -2 1 2 -1 4 -2 4 4 4",24,1,0
13132,1,"1 2 3 -2 4 3 4 4 -1 4 -3 -3",48,1,-128
13133,1,"1 2 -1 4 -2 4 -1 -2 1 4 2 4",12,1,-128
13134,1,"1 2 3 3 4 4 4 -1 4 -2 -3 -3",48,1,-256
13135,1,"1 2 -1 4 -1 2 4 -2 4 1 -2 4",24,1,128
13136,1,"1 2 -1 4 -1 2 4 -2 4 -2 1 4",24,1,0
13137,1,"1 2 -1 4 4 3 -2 4 3 4 -3 -3",48,1,-128
13138,1,"1 2 3 -2 -1 4 2 -3 -2 4 4 4",48,1,0
13139,1,"1 2 3 3 4 -1 4 -3 4 -3 -2 4",48,1,128
13140,1,"1 2 -1 4 4 4 3 -2 -2 -3 2 4",48,1,0
13141,1,"1 2 -1 4 2 4 4 4 -2 4 -2 -4",24,1,-256
13142,1,"1 2 3 4 4 3 -2 4 -3 -1 -3 4",48,1,0
13143,1,"1 2 3 -2 -4 -1 4 4 4 4 -3 4",48,1,0
13144,1,"1 4 2 4 4 -2 -1 -4 2 4 -2 4",24,1,-128
13145,1,"1 2 3 4 4 -3 -2 -2 4 4 -1 2",48,1,256
13146,1,"1 2 3 -1 -3 4 4 4 4 -3 -2 3",48,1,-256
13147,1,"1 2 -1 -2 4 4 2 -4 -2 4 4 4",24,1,256
13148,1,"1 2 1 -2 -1 -1 2 4 4 4 -2 4",24,1,-256
13149,1,"1 2 1 4 -1 4 4 2 -1 -2 -2 4",24,1,0
13150,1,"1 2 -1 -2 4 2 4 -1 4 -2 4 1",24,1,-128
13151,1,"1 2 3 4 -2 4 3 4 4 -1 -3 -3",48,1,-128
13152,1,"1 2 4 -2 4 4 3 4 -3 -4 -1 4",48,1,0
13153,1,"1 2 4 -2 4 3 -1 -3 -3 4 3 4",48,1,0
13154,1,"1 2 -4 -1 4 4 -2 4 -2 4 4 2",24,1,0
13155,1,"1 2 2 4 4 4 2 -1 4 -2 -2 -2",24,1,-512
13156,1,"1 2 2 4 -2 -2 4 1 4 -1 -1 4",24,1,256
13157,1,"1 2 3 4 -3 -2 -3 4 -1 4 3 4",48,1,64
13158,1,"1 2 3 4 4 -3 4 3 -1 -3 -2 4",48,1,-128
13159,1,"1 1 4 -1 -4 -1 -1 4 4 1 4 4",6,1,512
13160,1,"1 2 -1 -4 -2 -2 4 2 4 4 4 4",24,1,-512
13161,1,"1 2 3 -2 4 -1 3 4 4 -3 -3 4",48,1,128
13162,1,"1 2 3 -2 -3 4 4 -3 -1 3 4 4",48,1,128
13163,1,"1 2 4 4 -2 3 4 -3 -1 -3 4 3",48,1,0
13164,1,"1 2 4 -2 -2 4 4 4 2 -4 -1 4",24,1,-256
13165,1,"1 2 4 -1 4 4 4 4 2 -4 -2 -2",24,1,0
13166,1,"1 2 4 -2 -2 4 2 4 4 4 -1 -4",24,1,-256
13167,1,"1 2 3 -1 4 3 4 4 -3 -2 4 -3",48,1,0
13168,1,"1 1 4 1 4 4 -1 4 4 -1 -1 -4",6,1,-512
13169,1,"1 2 3 3 -1 -3 4 4 4 -2 4 -3",48,1,-256
13170,1,"1 2 3 3 4 -3 4 4 -2 -1 4 -3",48,1,0
13171,1,"1 2 1 4 -2 -1 2 -1 4 4 -2 4",24,1,128
13172,1,"1 2 3 -1 4 -3 4 4 -3 -2 4 3",48,1,0
13173,1,"1 2 1 4 -2 4 -2 -1 2 -1 4 4",24,1,128
13174,1,"1 2 2 4 4 -2 -2 -1 -2 4 2 4",24,1,256
13175,1,"1 2 3 4 3 4 -2 4 -3 -1 4 -3",48,1,64
13176,1,"1 2 3 4 -3 4 3 -1 -2 -3 4 4",48,1,-128
13177,1,"1 2 3 4 3 4 -2 4 -1 -3 4 -3",48,1,-64
13178,1,"1 4 4 2 2 -1 4 4 4 -2 -4 -2",24,1,0
13179,1,"1 2 1 -2 -1 -2 4 4 2 -1 4 4",24,1,256
13180,1,"1 4 2 4 4 -2 -2 -4 -1 4 4 2",24,1,-256
13181,1,"1 2 3 4 -3 -1 3 4 4 -3 -2 4",48,1,128
13182,1,"1 4 2 2 4 4 -2 4 -1 4 -2 -4",24,1,0
13183,1,"1 2 3 4 -3 4 -2 4 -3 -1 4 3",48,1,64
13184,1,"1 4 4 4 2 2 4 4 -2 -2 -1 -4",24,1,-512
13185,1,"1 2 1 -2 -1 4 4 -2 4 2 -1 4",24,1,128
13186,1,"1 2 3 -1 -3 4 4 4 -3 4 3 -2",48,1,0
13187,1,"1 2 3 4 4 -3 -2 -1 4 3 4 -3",48,1,128
13188,1,"1 2 4 4 4 4 2 -4 -2 -2 -1 4",24,1,-512
13189,1,"1 2 1 4 -1 -1 -2 4 2 4 4 -2",24,1,0
13190,1,"1 2 4 3 4 4 4 -3 -1 -3 -2 3",48,1,-128
13191,1,"1 4 4 2 -4 -1 4 4 4 4 -2 -4",24,1,-512
13192,1,"1 4 2 4 -1 4 4 -2 4 -2 -4 2",24,1,-128
13193,1,"1 2 3 3 4 4 -3 -1 -3 4 -2 4",48,1,128
13194,1,"1 2 2 4 4 -2 -1 4 -1 -2 4 1",24,1,256
13195,1,"1 2 2 2 -1 4 -2 4 -2 4 -2 4",24,1,0
13196,1,"1 2 4 3 -2 3 4 4 -1 -3 -3 4",48,1,128
13197,1,"1 2 2 -1 4 -2 4 -1 4 1 -2 4",24,1,128
13198,1,"1 2 3 -2 -1 -3 4 3 4 -3 4 4",48,1,-128
13199,1,"1 2 1 -2 4 4 -2 4 2 -1 -1 4",24,1,256
13200,1,"1 2 2 3 4 -2 -3 4 -2 -1 4 4",48,1,0
13201,1,"1 2 4 4 -2 4 4 2 -1 4 -2 -4",24,1,-256
13202,1,"1 2 4 -2 3 -1 -3 4 4 -3 4 3",48,1,128
13203,1,"1 2 2 4 -1 4 -2 4 -1 -2 4 1",24,1,0
13204,1,"1 2 -4 -4 -1 4 -2 4 4 4 4 4",24,1,-512
13205,1,"1 2 4 4 3 3 4 -2 -3 -3 -1 4",48,1,256
13206,1,"1 2 3 -1 3 4 -3 4 4 4 -3 -2",48,1,0
13207,1,"1 2 -1 -2 -2 4 4 3 4 2 -3 4",48,1,-128
13208,1,"1 2 4 4 4 4 -2 4 2 -1 -2 -4",24,1,-256
