j,l,trajectory,M,S,D
1651,1,"1 2 -1 -1 4 1 4 -2 -2 4 2 4",24,1,0
1652,1,"1 2 4 4 4 3 -1 3 4 -3 -2 -3",48,1,128
1653,1,"1 2 2 3 4 -2 4 -2 -3 4 -1 4",48,1,0
1654,1,"1 2 2 4 3 4 -3 4 -1 -2 -2 4",48,1,0
1655,1,"1 1 -4 -4 -1 4 4 4 4 4 -1 4",6,1,-1024
1656,1,"1 2 2 4 1 4 -2 -1 4 -2 -1 4",24,1,128
1657,1,"1 2 3 4 -3 -2 -3 4 4 -1 3 4",48,1,128
1658,1,"1 2 4 -2 3 3 4 -3 4 -1 4 -3",48,1,128
1659,1,"1 2 1 -2 -1 2 4 4 -2 -1 4 4",24,1,-256
1660,1,"1 2 3 -2 -3 4 3 -1 4 4 -3 4",48,1,-128
1661,1,"1 2 3 3 -2 4 -3 -1 4 4 -3 4",48,1,128
1662,1,"1 2 4 4 3 4 -1 -3 -2 3 4 -3",48,1,0
1663,1,"1 2 3 3 4 -1 4 -3 -2 4 4 -3",48,1,128
1664,1,"1 2 4 4 3 -1 4 4 -3 -4 -2 4",48,1,-128
1665,1,"1 2 -1 -1 2 1 4 4 4 -2 4 -2",24,1,256
1666,1,"1 2 3 4 -2 -3 4 -3 -1 4 4 3",48,1,128
1667,1,"1 2 4 -2 3 -4 -3 4 4 4 -1 4",48,1,-128
1668,1,"1 2 4 4 3 -2 4 3 -1 4 -3 -3",48,1,-128
1669,1,"1 2 2 4 -1 -2 -2 4 2 4 -2 4",24,1,0
1670,1,"1 2 4 4 3 -1 4 -2 -3 -3 4 3",48,1,256
1671,1,"1 2 4 4 -2 3 -1 3 4 -3 4 -3",48,1,128
1672,1,"1 1 4 4 4 4 4 4 -1 -4 -1 -4",6,1,-1024
1673,1,"1 2 -1 -2 4 -2 -1 4 4 2 4 1",24,1,0
1674,1,"1 2 2 4 3 -2 4 -1 -2 4 -3 4",48,1,0
1675,1,"1 2 4 4 4 -1 -4 -2 -2 4 2 4",24,1,-256
1676,1,"1 2 3 3 4 -1 -3 4 4 4 -2 -3",48,1,-256
1677,1,"1 2 -1 4 -2 3 3 4 4 -3 4 -3",48,1,128
1678,1,"1 2 3 4 3 -2 4 -3 4 -1 -3 4",48,1,-64
1679,1,"1 2 4 4 2 4 4 -2 -1 4 -2 -4",24,1,0
1680,1,"1 2 4 4 4 4 -2 4 -1 2 -4 -2",24,1,-256
1681,1,"1 2 4 2 4 4 -2 -1 2 4 -2 -2",24,1,256
1682,1,"1 2 3 4 4 -3 -2 4 -1 -2 4 2",48,1,128
1683,1,"1 2 1 4 2 4 4 -2 4 -1 -1 -2",24,1,0
1684,1,"1 2 3 3 -1 -2 4 -3 4 -3 4 4",48,1,-128
1685,1,"1 2 3 4 -1 -2 -3 4 4 3 4 -3",48,1,-128
1686,1,"1 2 3 4 -2 3 -1 -3 -3 4 4 4",48,1,0
1687,1,"1 2 2 4 4 4 4 -1 4 -2 -2 -4",24,1,-512
1688,1,"1 2 2 4 -2 -2 -1 -2 4 2 4 4",24,1,256
1689,1,"1 4 4 2 4 -2 4 4 2 -1 -4 -2",24,1,-256
1690,1,"1 2 4 4 4 -1 -2 -4 3 4 -3 4",48,1,0
1691,1,"1 2 3 4 -3 -2 -1 -3 4 4 3 4",48,1,128
1692,1,"1 2 4 -2 -4 2 4 -2 4 -1 4 4",24,1,-128
1693,1,"1 2 4 3 4 -2 -3 4 2 -1 4 -2",48,1,-64
1694,1,"1 4 2 4 4 4 -1 -4 2 4 -2 -2",24,1,256
1695,1,"1 2 4 2 4 -2 4 -1 4 4 -2 -4",24,1,-128
1696,1,"1 2 4 2 2 4 -2 -1 -2 4 4 -2",24,1,0
1697,1,"1 4 2 -4 -2 4 2 4 -1 4 4 -2",24,1,-128
1698,1,"1 2 3 4 3 4 4 -1 -3 4 -3 -2",48,1,-128
1699,1,"1 2 2 -1 4 4 -2 3 4 -3 4 -2",48,1,-128
1700,1,"1 2 3 -2 4 4 2 -3 4 -2 -1 4",48,1,128
1701,1,"1 2 2 -1 4 -2 4 1 4 -2 -1 4",24,1,128
1702,1,"1 2 4 2 -4 -2 4 -2 4 -1 4 4",24,1,-128
1703,1,"1 2 -1 2 4 4 3 -2 -2 4 -3 4",48,1,128
1704,1,"1 2 4 2 -4 -1 4 -2 4 -2 4 4",24,1,-128
1705,1,"1 2 3 -1 4 -3 4 3 4 -3 -2 4",48,1,0
1706,1,"1 2 3 4 4 -3 -1 -3 4 3 4 -2",48,1,0
1707,1,"1 2 3 2 4 -2 -3 4 -1 4 4 -2",48,1,0
1708,1,"1 2 3 3 4 -1 -3 4 -3 -2 4 4",48,1,0
1709,1,"1 2 4 -2 4 4 4 -1 4 -2 -4 2",24,1,-256
1710,1,"1 2 2 4 4 4 -1 -2 -4 -2 4 4",24,1,0
1711,1,"1 2 -1 4 2 2 4 -2 -2 4 -2 4",24,1,0
1712,1,"1 2 -1 -1 4 1 2 4 4 -2 -2 4",24,1,-256
1713,1,"1 2 2 -1 4 4 3 4 -2 -2 -3 4",48,1,0
1714,1,"1 4 2 4 -2 -4 -1 4 -2 4 4 2",24,1,-128
1715,1,"1 2 -1 4 2 1 4 4 -2 -2 -1 4",24,1,256
1716,1,"1 1 -4 -1 4 -1 4 1 4 -1 4 4",6,1,-256
1717,1,"1 2 3 -2 -3 -2 -1 4 4 4 2 4",48,1,0
1718,1,"1 2 4 -1 -1 4 1 2 4 -2 -2 4",24,1,0
1719,1,"1 2 -1 4 3 -2 -2 4 4 -3 4 2",48,1,128
1720,1,"1 2 3 4 4 4 -1 -4 -2 4 -3 4",48,1,-128
1721,1,"1 4 2 4 4 2 -4 -2 4 -2 -1 4",24,1,-128
1722,1,"1 2 3 -1 -4 -3 4 4 4 -2 4 4",48,1,-256
1723,1,"1 2 3 3 4 -3 -2 4 4 -1 -3 4",48,1,128
1724,1,"1 2 4 4 -2 3 -1 -3 4 3 4 -3",48,1,0
1725,1,"1 4 2 4 -1 4 -2 4 -2 4 2 -4",24,1,0
1726,1,"1 2 3 4 -2 4 -3 4 3 -1 4 -3",48,1,-64
1727,1,"1 2 4 -2 4 -2 -2 4 2 2 -1 4",24,1,0
1728,1,"1 2 1 -2 4 4 -1 -2 4 -1 2 4",24,1,128
1729,1,"1 2 4 4 -2 3 4 -1 -3 -3 4 3",48,1,128
1730,1,"1 2 -1 4 4 2 3 4 -3 4 -2 -2",48,1,-128
1731,1,"1 2 4 4 2 4 -2 -2 -2 -1 4 2",24,1,256
1732,1,"1 2 -1 -1 4 4 -2 -2 1 2 4 4",24,1,-512
1733,1,"1 2 3 2 -3 4 4 4 -2 -1 4 -2",48,1,128
1734,1,"1 2 4 -1 -1 2 4 4 -2 -2 4 1",24,1,512
1735,1,"1 4 2 -4 -4 -2 4 4 4 4 -1 4",24,1,-512
1736,1,"1 2 4 -2 -4 -2 4 2 4 -1 4 4",24,1,128
1737,1,"1 2 2 -1 4 4 1 -2 4 -2 -1 4",24,1,256
1738,1,"1 2 4 4 3 4 -2 -3 -3 -1 4 3",48,1,128
1739,1,"1 2 3 -2 4 -3 4 -2 4 2 -1 4",48,1,0
1740,1,"1 2 4 2 4 4 4 -1 4 -2 -4 -2",24,1,0
1741,1,"1 2 4 -2 3 4 3 4 -1 4 -3 -3",48,1,128
1742,1,"1 2 1 4 -1 2 4 -2 -2 4 -1 4",24,1,128
1743,1,"1 4 2 4 4 -2 -4 -2 4 2 -1 4",24,1,128
1744,1,"1 2 3 4 4 4 -3 -3 -1 3 -2 4",48,1,0
1745,1,"1 2 2 -1 4 1 -2 -2 -1 4 4 4",24,1,512
1746,1,"1 4 2 2 4 -2 4 4 4 -2 -1 -4",24,1,-256
1747,1,"1 2 -1 4 -1 2 4 1 -2 -2 4 4",24,1,256
1748,1,"1 2 3 -2 4 4 2 -1 4 -2 -3 4",48,1,-128
1749,1,"1 2 3 4 -2 4 2 4 -3 -2 -1 4",48,1,128
1750,1,"1 2 3 4 -1 2 4 -3 -2 4 -2 4",48,1,64
1751,1,"1 2 3 4 3 -2 -3 4 4 -1 -3 4",48,1,-128
1752,1,"1 2 -1 4 2 4 -2 3 4 -2 -3 4",48,1,0
1753,1,"1 4 2 -4 2 4 4 -1 4 4 -2 -2",24,1,256
1754,1,"1 2 3 2 4 4 -2 -2 -1 4 -3 4",48,1,256
1755,1,"1 2 2 4 1 -2 4 4 -2 -1 -1 4",24,1,256
1756,1,"1 2 4 4 -2 -2 4 4 -1 4 2 -4",24,1,256
1757,1,"1 2 3 -2 -1 4 -2 4 2 -3 4 4",48,1,0
1758,1,"1 2 3 -2 4 -1 4 3 4 -3 4 -3",48,1,-64
1759,1,"1 2 4 -1 4 4 3 3 -2 -3 4 -3",48,1,-128
1760,1,"1 2 1 4 -2 4 2 -1 4 -1 4 -2",24,1,0
1761,1,"1 2 3 4 4 -3 -3 -1 4 -2 3 4",48,1,256
1762,1,"1 2 4 -1 4 4 -2 4 2 4 -2 -4",24,1,-128
1763,1,"1 2 3 4 -3 4 -2 -1 2 4 4 -2",48,1,128
1764,1,"1 2 -1 4 3 4 2 -3 -2 4 4 -2",48,1,0
1765,1,"1 2 4 3 -1 4 3 -2 4 4 -3 -3",48,1,0
1766,1,"1 2 3 2 -3 -2 4 -2 4 4 -1 4",48,1,0
1767,1,"1 2 3 4 -2 -1 2 4 -2 4 -3 4",48,1,64
1768,1,"1 2 4 2 4 2 -1 4 4 -2 -2 -2",24,1,-256
1769,1,"1 2 1 4 -2 4 -2 -1 -1 2 4 4",24,1,0
1770,1,"1 2 -1 -1 4 1 2 4 4 -2 4 -2",24,1,-256
1771,1,"1 2 3 3 4 -2 4 -3 4 4 -1 -3",48,1,-128
1772,1,"1 2 -1 4 4 -2 -2 4 -1 4 2 1",24,1,256
1773,1,"1 2 -1 4 3 4 -3 4 3 4 -2 -3",48,1,-64
1774,1,"1 2 3 4 -2 4 -3 2 -1 4 4 -2",48,1,0
1775,1,"1 2 -1 -2 4 -2 -2 4 4 2 2 4",24,1,-256
1776,1,"1 2 4 -2 3 4 3 4 -3 -3 -1 4",48,1,0
1777,1,"1 2 -1 -2 4 3 2 -3 4 4 4 -2",48,1,0
1778,1,"1 2 3 -1 4 -3 -3 -2 4 3 4 4",48,1,0
1779,1,"1 1 1 4 4 4 4 4 -1 -1 -1 -4",6,1,-2048
1780,1,"1 2 3 4 4 3 -1 4 -2 -3 4 -3",48,1,-128
1781,1,"1 2 3 -2 4 -2 -1 4 2 -3 4 4",48,1,0
1782,1,"1 2 2 4 4 4 4 -2 4 -1 -2 -4",24,1,-512
1783,1,"1 2 3 4 4 -1 4 4 -2 4 -3 -4",48,1,-128
1784,1,"1 2 1 4 2 4 4 -1 -1 4 -2 -2",24,1,256
1785,1,"1 2 2 4 4 4 -1 -4 -2 4 4 -2",24,1,-512
1786,1,"1 1 1 4 -1 4 -1 4 4 4 -1 -4",6,1,-512
1787,1,"1 2 4 -2 -4 3 4 4 -3 4 -1 4",48,1,0
1788,1,"1 4 2 -4 -1 4 4 -2 -2 4 4 2",24,1,256
1789,1,"1 2 4 4 -2 3 4 -3 4 3 -1 -3",48,1,0
1790,1,"1 2 3 4 4 3 -1 -3 -3 -2 4 4",48,1,-256
1791,1,"1 2 -4 -2 4 2 -1 4 4 4 -2 4",24,1,0
1792,1,"1 2 -1 4 4 -1 4 -2 -2 4 2 1",24,1,256
1793,1,"1 2 4 -2 -2 4 2 -1 2 4 4 -2",24,1,0
1794,1,"1 2 4 2 -1 4 4 4 -2 4 -2 -4",24,1,-256
1795,1,"1 2 3 4 4 -3 4 -1 3 -2 -3 4",48,1,-128
1796,1,"1 2 4 -2 3 4 3 -1 4 -3 4 -3",48,1,64
1797,1,"1 2 2 -1 2 4 4 -2 4 -2 4 -2",24,1,0
1798,1,"1 2 1 -2 4 -1 2 4 -1 4 4 -2",24,1,128
1799,1,"1 2 3 3 4 4 4 -3 -3 4 -1 -2",48,1,-256
1800,1,"1 4 2 2 4 4 4 -1 4 -2 -2 -4",24,1,0
1801,1,"1 2 2 4 -2 -2 4 -2 -1 2 4 4",24,1,256
1802,1,"1 2 4 3 3 4 -1 -3 4 4 -2 -3",48,1,0
1803,1,"1 2 4 -2 4 4 2 -1 -4 -2 4 4",24,1,-256
1804,1,"1 2 2 4 2 4 -2 -2 4 -1 -2 4",24,1,0
1805,1,"1 2 -4 3 4 -3 4 -2 4 4 -1 4",48,1,0
1806,1,"1 2 3 2 4 -1 4 -3 4 -2 -2 4",48,1,128
1807,1,"1 2 -1 4 4 4 -1 2 4 -2 -2 1",24,1,0
1808,1,"1 2 -1 -4 2 4 -2 4 4 4 4 -2",24,1,256
1809,1,"1 2 4 -2 4 2 4 -2 4 4 -1 -4",24,1,-128
1810,1,"1 2 2 1 4 -2 -1 4 4 -1 -2 4",24,1,256
1811,1,"1 2 1 4 -2 4 -1 4 2 4 -1 -2",24,1,0
1812,1,"1 2 4 3 4 4 -3 -2 -3 -1 4 3",48,1,0
1813,1,"1 2 4 3 4 -1 -2 4 -2 -3 4 2",48,1,64
1814,1,"1 2 3 -1 -3 -2 3 4 -3 4 4 4",48,1,-128
1815,1,"1 2 3 4 -3 4 2 -1 -2 -2 4 4",48,1,-128
1816,1,"1 2 4 4 -1 4 -2 -2 -2 4 2 2",24,1,512
1817,1,"1 2 1 4 -2 4 -1 2 -1 4 -2 4",12,1,128
1818,1,"1 2 3 4 4 -1 4 3 4 -2 -3 -3",48,1,-128
1819,1,"1 2 4 4 4 -1 4 2 -4 -2 4 -2",24,1,0
1820,1,"1 2 3 3 -1 -2 4 4 4 4 -3 -3",48,1,-512
1821,1,"1 2 4 3 -2 4 -1 4 -2 -3 4 2",48,1,0
1822,1,"1 2 3 -2 -3 4 -1 3 4 -3 4 4",48,1,0
1823,1,"1 2 3 4 2 4 -2 -1 -2 -3 4 4",48,1,0
1824,1,"1 2 2 3 4 4 -2 -2 -3 4 -1 4",48,1,0
1825,1,"1 2 3 4 4 4 -2 -4 -1 -3 4 4",48,1,0
1826,1,"1 2 4 3 -1 -3 4 -2 3 4 4 -3",48,1,-128
1827,1,"1 2 -1 4 4 2 -1 4 1 -2 -2 4",24,1,0
1828,1,"1 2 1 2 4 4 -1 -1 -2 -2 4 4",24,1,0
1829,1,"1 2 -1 4 -2 -1 2 4 4 4 -2 1",24,1,256
1830,1,"1 2 -1 4 -2 3 4 2 -3 4 4 -2",48,1,0
1831,1,"1 2 4 3 3 4 -2 4 -3 -3 -1 4",48,1,128
1832,1,"1 2 4 3 4 -3 -1 -3 -2 4 3 4",48,1,64
1833,1,"1 4 4 2 2 4 -2 4 4 -1 -4 -2",24,1,-256
1834,1,"1 2 4 -2 3 4 -1 4 3 4 -3 -3",48,1,128
1835,1,"1 2 -1 4 2 4 -1 4 -2 -2 1 4",24,1,-128
1836,1,"1 2 3 4 -3 4 -3 -1 4 4 3 -2",48,1,0
1837,1,"1 2 -1 -1 4 4 -2 -2 4 2 1 4",24,1,256
1838,1,"1 2 3 4 2 -1 4 -2 -2 -3 4 4",48,1,-128
1839,1,"1 2 -1 4 -2 4 -1 2 1 4 -2 4",12,1,128
1840,1,"1 2 2 4 4 -1 -1 -2 4 1 -2 4",24,1,256
1841,1,"1 2 4 -2 4 -1 4 4 -2 4 2 -4",24,1,128
1842,1,"1 2 1 -2 -1 4 4 2 -1 4 4 -2",24,1,256
1843,1,"1 2 3 -1 4 -2 -3 -3 4 4 3 4",48,1,0
1844,1,"1 2 3 -1 4 4 3 4 -3 4 -3 -2",48,1,-128
1845,1,"1 2 4 -1 4 4 -2 3 4 4 -3 -4",48,1,128
1846,1,"1 2 4 -1 2 4 -2 -2 4 2 4 -2",24,1,128
1847,1,"1 2 1 -2 -2 4 -1 4 -1 2 4 4",24,1,0
1848,1,"1 2 4 4 4 -1 4 -2 -4 -2 4 2",24,1,256
1849,1,"1 2 3 2 4 -3 4 -1 4 4 -2 -2",48,1,0
1850,1,"1 4 2 2 -1 -4 -2 4 4 -2 4 4",24,1,-256
1851,1,"1 1 4 -1 4 4 1 -4 -1 4 -1 4",6,1,-256
1852,1,"1 2 -1 2 4 2 4 -2 4 -2 -2 4",24,1,128
1853,1,"1 2 2 2 4 4 4 -1 -2 4 -2 -2",24,1,-512
1854,1,"1 2 3 -2 4 4 -3 4 -3 4 -1 3",48,1,128
1855,1,"1 2 3 -2 -2 4 2 4 -3 4 -1 4",48,1,0
1856,1,"1 2 3 2 4 -3 -2 -1 4 4 -2 4",48,1,128
1857,1,"1 2 -4 -1 4 -2 4 4 2 4 4 -2",24,1,-256
1858,1,"1 2 3 4 -1 4 4 3 -2 4 -3 -3",48,1,-128
1859,1,"1 2 4 4 3 -2 3 -1 4 -3 -3 4",48,1,128
1860,1,"1 4 4 4 2 -4 -1 4 4 4 -2 -4",12,1,-512
1861,1,"1 4 2 3 4 2 -3 4 -2 -1 4 -2",24,1,128
1862,1,"1 2 -1 2 4 4 3 -2 4 -2 -3 4",48,1,0
1863,1,"1 2 3 4 4 -1 -2 -2 -3 4 2 4",48,1,-128
1864,1,"1 2 3 -2 4 -2 4 -3 2 -1 4 4",48,1,0
1865,1,"1 2 4 3 4 -3 4 -1 -3 -2 4 3",48,1,0
1866,1,"1 2 3 3 4 -1 4 -3 -2 4 -3 4",48,1,128
1867,1,"1 2 2 -1 4 4 -2 -2 -1 4 1 4",24,1,256
1868,1,"1 2 3 4 4 3 -1 -2 4 4 -3 -3",48,1,-256
1869,1,"1 2 4 3 4 4 4 -2 -3 -3 -1 3",48,1,0
1870,1,"1 2 4 4 3 -2 3 4 -1 4 -3 -3",48,1,128
1871,1,"1 2 4 2 2 -1 4 -2 4 -2 4 -2",24,1,-128
1872,1,"1 2 3 3 4 4 4 -1 -3 -3 -2 4",48,1,0
1873,1,"1 2 3 4 -3 4 -3 -2 4 4 -1 3",48,1,0
1874,1,"1 2 4 -1 4 4 3 3 4 -3 -2 -3",48,1,128
1875,1,"1 2 -1 -1 4 -2 4 4 -2 1 2 4",24,1,-256
1876,1,"1 2 3 4 2 -3 -2 4 4 -1 4 -2",48,1,0
1877,1,"1 4 4 4 4 2 2 -1 -4 -2 -2 4",24,1,-512
1878,1,"1 1 4 -1 4 4 -1 -4 -1 4 1 4",6,1,256
1879,1,"1 2 3 -4 -1 4 4 4 4 -2 -3 4",48,1,0
1880,1,"1 2 -1 4 4 -2 -2 -1 4 1 2 4",24,1,0
1881,1,"1 2 4 4 3 -4 -3 4 -1 -2 4 4",48,1,0
1882,1,"1 2 4 -1 3 3 -2 4 -3 -3 4 4",48,1,0
1883,1,"1 2 3 4 -1 -2 4 -2 4 -3 2 4",48,1,-64
1884,1,"1 2 3 2 -1 4 -2 4 4 -3 -2 4",48,1,0
1885,1,"1 2 3 4 4 -2 3 4 4 -3 -1 -3",48,1,128
1886,1,"1 2 4 -1 3 4 4 3 -2 4 -3 -3",48,1,0
1887,1,"1 2 1 2 4 -1 4 -1 -2 -2 4 4",24,1,0
1888,1,"1 2 4 2 4 4 4 -1 -4 -2 -2 4",24,1,-256
1889,1,"1 2 3 4 3 -2 4 -3 -1 4 -3 4",48,1,64
1890,1,"1 2 -1 -2 1 4 4 -1 -2 4 2 4",24,1,-128
1891,1,"1 2 4 -2 -4 3 -1 4 4 -3 4 4",48,1,128
1892,1,"1 2 3 3 4 -3 4 -1 4 -3 -2 4",48,1,128
1893,1,"1 4 2 2 4 -2 -1 -4 -2 4 4 4",24,1,256
1894,1,"1 2 2 2 4 -2 -2 4 -2 4 -1 4",24,1,256
1895,1,"1 2 3 4 4 -2 -2 -1 4 2 -3 4",48,1,128
1896,1,"1 2 4 4 -2 -4 -1 -2 4 4 4 2",24,1,256
1897,1,"1 2 1 2 4 4 -2 -1 4 4 -1 -2",24,1,0
1898,1,"1 2 -1 4 2 4 4 2 4 -2 -2 -2",24,1,-256
1899,1,"1 2 -1 2 4 2 4 4 -2 4 -2 -2",24,1,0
1900,1,"1 2 3 4 -1 3 4 -3 4 -3 -2 4",48,1,128
1901,1,"1 2 3 4 3 -1 -2 4 4 4 -3 -3",48,1,-256
1902,1,"1 2 3 4 4 -3 4 -3 -2 4 -1 3",48,1,0
1903,1,"1 2 2 -1 -4 -2 4 4 4 4 -2 4",24,1,-512
1904,1,"1 2 4 3 4 -2 -3 2 4 -1 4 -2",24,1,0
1905,1,"1 2 -4 -1 4 -2 -2 4 4 4 2 4",24,1,-256
1906,1,"1 2 4 4 -1 4 -2 -2 4 4 2 -4",24,1,256
1907,1,"1 2 1 2 4 -1 4 -2 4 4 -1 -2",24,1,-128
1908,1,"1 2 4 4 -1 3 3 4 4 -3 -2 -3",48,1,256
1909,1,"1 2 -1 4 3 4 -3 -4 -2 4 4 4",48,1,0
1910,1,"1 2 -1 -4 -2 4 2 4 4 4 4 -2",24,1,-256
1911,1,"1 2 3 4 4 3 -1 -3 -3 4 4 -2",48,1,-256
1912,1,"1 2 -1 2 4 2 4 -2 -2 4 -2 4",24,1,128
1913,1,"1 2 -4 -2 -2 4 4 -1 4 4 4 2",24,1,-512
1914,1,"1 2 1 -2 -2 4 -1 4 2 4 -1 4",24,1,128
1915,1,"1 2 2 4 2 -1 4 -2 4 -2 4 -2",24,1,-128
1916,1,"1 2 3 2 -3 4 4 -1 4 4 -2 -2",48,1,0
1917,1,"1 2 1 4 2 4 -2 4 -1 -1 -2 4",24,1,128
1918,1,"1 2 -1 -1 4 4 2 4 4 -2 -2 1",24,1,-512
1919,1,"1 2 4 4 3 -1 -4 -2 4 -3 4 4",48,1,-128
1920,1,"1 2 2 1 4 4 -1 -1 -2 4 -2 4",24,1,256
1921,1,"1 2 -1 -2 4 -2 3 2 4 4 -3 4",48,1,0
1922,1,"1 2 3 4 -2 -3 -4 -1 4 4 4 4",48,1,256
1923,1,"1 4 2 -1 4 -2 4 -2 -2 4 2 2",24,1,256
1924,1,"1 2 4 2 -4 -2 -1 4 4 -2 4 4",24,1,-256
1925,1,"1 2 4 -2 -2 4 -2 4 2 2 -1 4",24,1,0
1926,1,"1 2 4 -2 -4 2 4 -1 4 4 4 -2",24,1,0
1927,1,"1 2 1 -2 4 4 -1 -2 -1 4 2 4",24,1,128
1928,1,"1 2 3 4 4 -3 4 -2 -4 -1 4 4",48,1,128
1929,1,"1 2 3 4 4 -2 -3 4 3 -1 4 -3",48,1,-128
1930,1,"1 2 3 4 -2 4 -1 3 4 -3 4 -3",48,1,64
1931,1,"1 2 4 -2 4 3 3 -1 -3 4 4 -3",48,1,-128
1932,1,"1 2 3 3 -1 4 4 -3 -3 4 4 -2",48,1,-256
1933,1,"1 2 4 -2 3 4 -3 -3 -1 4 3 4",48,1,0
1934,1,"1 2 -1 4 -1 4 2 4 -2 -2 1 4",24,1,-128
1935,1,"1 2 4 3 4 4 -2 -3 -3 -1 4 3",48,1,128
1936,1,"1 2 -1 4 4 3 -2 -2 4 -3 2 4",48,1,0
1937,1,"1 2 4 4 4 3 -2 -3 4 3 -1 -3",48,1,-128
1938,1,"1 2 3 -2 4 -2 -3 4 2 -1 4 4",48,1,0
1939,1,"1 2 -4 -1 4 3 4 4 -3 4 -2 4",48,1,-128
1940,1,"1 4 2 4 2 4 4 -2 4 -2 -1 -4",24,1,-128
1941,1,"1 2 3 4 -1 -2 -2 -3 4 4 2 4",48,1,-128
1942,1,"1 2 3 -1 4 4 4 -3 -4 -2 4 4",48,1,0
1943,1,"1 2 4 3 -1 4 3 4 -2 -3 -3 4",48,1,128
1944,1,"1 2 3 2 4 4 4 -3 4 -1 -2 -2",48,1,-256
1945,1,"1 2 1 2 4 4 -1 -1 4 -2 -2 4",24,1,256
1946,1,"1 2 3 -2 4 4 -3 -2 4 2 -1 4",48,1,0
1947,1,"1 2 3 -1 4 4 3 -2 4 4 -3 -3",48,1,-256
1948,1,"1 2 3 -1 4 4 -3 4 3 4 -3 -2",48,1,-128
1949,1,"1 2 2 4 -2 4 4 -1 -4 -2 4 4",24,1,-256
1950,1,"1 4 2 4 4 -2 -1 4 -2 -4 2 4",24,1,-128
1951,1,"1 2 3 -1 3 4 -3 4 4 -2 4 -3",48,1,0
1952,1,"1 2 -1 -2 4 4 -1 -2 1 4 2 4",24,1,-128
1953,1,"1 2 2 2 -1 -2 4 4 4 -2 -2 4",24,1,-512
1954,1,"1 2 4 -2 -2 4 2 2 -1 4 -2 4",24,1,0
1955,1,"1 2 3 -1 4 3 -2 4 -3 -3 4 4",48,1,0
1956,1,"1 2 -1 4 2 3 4 -2 4 -3 -2 4",48,1,0
1957,1,"1 2 3 -1 4 4 4 3 -2 -3 -3 4",48,1,0
1958,1,"1 2 3 4 4 4 -1 4 4 -3 -4 -2",48,1,0
1959,1,"1 2 -1 2 4 -2 4 2 4 -2 -2 4",24,1,128
1960,1,"1 2 3 -2 4 -2 -1 4 4 -3 4 2",48,1,0
1961,1,"1 2 -1 4 3 -2 4 4 -2 -3 4 2",48,1,0
1962,1,"1 2 3 4 3 -2 -3 4 -1 4 -3 4",48,1,-64
1963,1,"1 2 3 4 -3 2 4 -2 -2 -1 4 4",48,1,0
1964,1,"1 2 4 -2 -4 -2 4 -1 4 4 4 2",24,1,256
1965,1,"1 2 -1 4 2 4 -2 4 -1 -2 4 1",24,1,-128
1966,1,"1 1 1 4 -1 4 -1 -1 -1 4 1 4",3,1,512
1967,1,"1 2 -1 4 2 3 -2 4 -3 -2 4 4",48,1,0
1968,1,"1 2 1 2 4 4 -2 4 4 -1 -1 -2",24,1,-256
1969,1,"1 2 4 4 -1 2 -4 -2 4 4 -2 4",24,1,-256
1970,1,"1 2 4 4 -2 -2 4 -1 4 4 2 -4",24,1,256
1971,1,"1 2 -1 4 -2 4 -2 -1 2 4 4 1",24,1,256
1972,1,"1 2 3 4 3 4 -3 -1 -3 4 -2 4",48,1,64
1973,1,"1 2 2 4 3 4 -2 -1 4 -3 4 -2",48,1,128
1974,1,"1 2 4 -1 4 3 -2 4 2 -3 4 -2",48,1,0
1975,1,"1 2 2 3 -2 4 4 -3 4 -2 -1 4",48,1,0
1976,1,"1 2 1 2 -1 -1 -2 4 4 4 -2 4",24,1,-256
1977,1,"1 4 2 2 4 -2 -2 -1 4 2 4 -2",24,1,256
1978,1,"1 2 3 4 4 2 -3 -2 4 -2 -1 4",48,1,128
1979,1,"1 2 4 -1 -4 -2 -2 4 4 2 4 4",24,1,-256
1980,1,"1 2 2 -1 -1 -2 4 -2 1 4 4 4",24,1,-512
1981,1,"1 2 4 3 4 -3 -3 -2 -1 4 4 3",48,1,0
1982,1,"1 2 4 -2 -2 -1 4 2 4 2 4 -2",24,1,128
1983,1,"1 2 3 4 4 -3 4 -3 -1 3 -2 4",48,1,0
1984,1,"1 2 4 -2 3 3 4 4 4 -3 -1 -3",48,1,256
1985,1,"1 2 3 4 -3 4 3 4 -1 -3 4 -2",48,1,-64
1986,1,"1 2 -1 4 4 -2 3 4 4 4 -3 -4",48,1,256
1987,1,"1 2 4 4 3 -2 4 4 -3 4 -1 -4",48,1,-128
1988,1,"1 2 4 -2 4 4 4 2 4 -1 -2 -4",24,1,-256
1989,1,"1 2 -1 4 4 -2 -2 -1 4 4 2 1",24,1,512
1990,1,"1 2 3 4 4 -1 3 4 -3 4 -3 -2",48,1,128
1991,1,"1 4 2 4 -1 -4 -2 -2 4 4 4 2",24,1,256
1992,1,"1 2 4 3 -1 3 4 -3 -3 4 -2 4",48,1,128
1993,1,"1 2 4 -1 3 4 -3 -2 -3 4 4 3",48,1,0
1994,1,"1 2 3 4 -2 -3 -2 4 4 2 -1 4",48,1,0
1995,1,"1 2 4 3 2 4 -3 4 -2 -1 4 -2",48,1,64
1996,1,"1 2 4 3 2 4 -3 4 -1 -2 4 -2",48,1,-64
